"Market and Exchange Names","As of Date in Form YYMMDD","As of Date in Form YYYY-MM-DD","CFTC Contract Market Code","CFTC Market Code in Initials","CFTC Region Code","CFTC Commodity Code","Open Interest (All)","Noncommercial Positions-Long (All)","Noncommercial Positions-Short (All)","Noncommercial Positions-Spreading (All)","Commercial Positions-Long (All)","Commercial Positions-Short (All)"," Total Reportable Positions-Long (All)","Total Reportable Positions-Short (All)","Nonreportable Positions-Long (All)","Nonreportable Positions-Short (All)","Open Interest (Old)","Noncommercial Positions-Long (Old)","Noncommercial Positions-Short (Old)","Noncommercial Positions-Spreading (Old)","Commercial Positions-Long (Old)","Commercial Positions-Short (Old)","Total Reportable Positions-Long (Old)","Total Reportable Positions-Short (Old)","Nonreportable Positions-Long (Old)","Nonreportable Positions-Short (Old)","Open Interest (Other)","Noncommercial Positions-Long (Other)","Noncommercial Positions-Short (Other)","Noncommercial Positions-Spreading (Other)","Commercial Positions-Long (Other)","Commercial Positions-Short (Other)","Total Reportable Positions-Long (Other)","Total Reportable Positions-Short (Other)","Nonreportable Positions-Long (Other)","Nonreportable Positions-Short (Other)","Change in Open Interest (All)","Change in Noncommercial-Long (All)","Change in Noncommercial-Short (All)","Change in Noncommercial-Spreading (All)","Change in Commercial-Long (All)","Change in Commercial-Short (All)","Change in Total Reportable-Long (All)","Change in Total Reportable-Short (All)","Change in Nonreportable-Long (All)","Change in Nonreportable-Short (All)","% of Open Interest (OI) (All)","% of OI-Noncommercial-Long (All)","% of OI-Noncommercial-Short (All)","% of OI-Noncommercial-Spreading (All)","% of OI-Commercial-Long (All)","% of OI-Commercial-Short (All)","% of OI-Total Reportable-Long (All)","% of OI-Total Reportable-Short (All)","% of OI-Nonreportable-Long (All)","% of OI-Nonreportable-Short (All)","% of Open Interest (OI)(Old)","% of OI-Noncommercial-Long (Old)","% of OI-Noncommercial-Short (Old)","% of OI-Noncommercial-Spreading (Old)","% of OI-Commercial-Long (Old)","% of OI-Commercial-Short (Old)","% of OI-Total Reportable-Long (Old)","% of OI-Total Reportable-Short (Old)","% of OI-Nonreportable-Long (Old)","% of OI-Nonreportable-Short (Old)","% of Open Interest (OI) (Other)","% of OI-Noncommercial-Long (Other)","% of OI-Noncommercial-Short (Other)","% of OI-Noncommercial-Spreading (Other)","% of OI-Commercial-Long (Other)","% of OI-Commercial-Short (Other)","% of OI-Total Reportable-Long (Other)","% of OI-Total Reportable-Short (Other)","% of OI-Nonreportable-Long (Other)","% of OI-Nonreportable-Short (Other)","Traders-Total (All)","Traders-Noncommercial-Long (All)","Traders-Noncommercial-Short (All)","Traders-Noncommercial-Spreading (All)","Traders-Commercial-Long (All)","Traders-Commercial-Short (All)","Traders-Total Reportable-Long (All)","Traders-Total Reportable-Short (All)","Traders-Total (Old)","Traders-Noncommercial-Long (Old)","Traders-Noncommercial-Short (Old)","Traders-Noncommercial-Spreading (Old)","Traders-Commercial-Long (Old)","Traders-Commercial-Short (Old)","Traders-Total Reportable-Long (Old)","Traders-Total Reportable-Short (Old)","Traders-Total (Other)","Traders-Noncommercial-Long (Other)","Traders-Noncommercial-Short (Other)","Traders-Noncommercial-Spreading (Other)","Traders-Commercial-Long (Other)","Traders-Commercial-Short (Other)","Traders-Total Reportable-Long (Other)","Traders-Total Reportable-Short (Other)","Concentration-Gross LT = 4 TDR-Long (All)","Concentration-Gross LT =4 TDR-Short (All)","Concentration-Gross LT =8 TDR-Long (All)","Concentration-Gross LT =8 TDR-Short (All)","Concentration-Net LT =4 TDR-Long (All)","Concentration-Net LT =4 TDR-Short (All)","Concentration-Net LT =8 TDR-Long (All)","Concentration-Net LT =8 TDR-Short (All)","Concentration-Gross LT =4 TDR-Long (Old)","Concentration-Gross LT =4 TDR-Short (Old)","Concentration-Gross LT =8 TDR-Long (Old)","Concentration-Gross LT =8 TDR-Short (Old)","Concentration-Net LT =4 TDR-Long (Old)","Concentration-Net LT =4 TDR-Short (Old)","Concentration-Net LT =8 TDR-Long (Old)","Concentration-Net LT =8 TDR-Short (Old)","Concentration-Gross LT =4 TDR-Long (Other)","Concentration-Gross LT =4 TDR-Short(Other)","Concentration-Gross LT =8 TDR-Long (Other)","Concentration-Gross LT =8 TDR-Short(Other)","Concentration-Net LT =4 TDR-Long (Other)","Concentration-Net LT =4 TDR-Short (Other)","Concentration-Net LT =8 TDR-Long (Other)","Concentration-Net LT =8 TDR-Short (Other)","Contract Units","CFTC Contract Market Code (Quotes)","CFTC Market Code in Initials (Quotes)","CFTC Commodity Code (Quotes)" 
HEATING OIL ,060711 ,2006-07-11,022651 ,NYME ,01 ,022 ,  172286,   24000,   11949,   22155,   94985,  112018,  141140,  146122,   31146,   26164,  172286,   24000,   11949,   22155,   94985,  112018,  141140,  146122,   31146,   26164,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,    3921,   -2967,    -788,     888,    2118,     468,      39,     568,    3882,    3353,  100.0,   13.9,    6.9,   12.9,   55.1,   65.0,   81.9,   84.8,   18.1,   15.2,  100.0,   13.9,    6.9,   12.9,   55.1,   65.0,   81.9,   84.8,   18.1,   15.2,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    128,     32,     19,     29,     61,     66,    106,    105,    128,     32,     19,     29,     61,     66,    106,    105,      0,      0,      0,      0,      0,      0,      0,      0,    23.9,    26.3,    37.4,    37.2,    17.6,    16.4,    25.9,    22.4,    23.9,    26.3,    37.4,    37.2,    17.6,    16.4,    25.9,    22.4,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(CONTRACTS OF 42,000 U.S. GALLONS)" ,"022651" ,"NYME" ,"022"
HEATING OIL ,060703 ,2006-07-03,022651 ,NYME ,01 ,022 ,  168365,   26967,   12737,   21267,   92867,  111550,  141101,  145554,   27264,   22811,  168365,   26967,   12737,   21267,   92867,  111550,  141101,  145554,   27264,   22811,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,   -5032,    1546,     806,   -3694,   -2192,   -1622,   -4340,   -4510,    -692,    -522,  100.0,   16.0,    7.6,   12.6,   55.2,   66.3,   83.8,   86.5,   16.2,   13.5,  100.0,   16.0,    7.6,   12.6,   55.2,   66.3,   83.8,   86.5,   16.2,   13.5,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    129,     37,     21,     29,     58,     59,    109,     98,    129,     37,     21,     29,     58,     59,    109,     98,      0,      0,      0,      0,      0,      0,      0,      0,    24.1,    27.6,    36.5,    39.8,    17.8,    18.5,    26.8,    25.3,    24.1,    27.6,    36.5,    39.8,    17.8,    18.5,    26.8,    25.3,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(CONTRACTS OF 42,000 U.S. GALLONS)" ,"022651" ,"NYME" ,"022"
HEATING OIL ,060627 ,2006-06-27,022651 ,NYME ,01 ,022 ,  173397,   25421,   11931,   24961,   95059,  113172,  145441,  150064,   27956,   23333,  173397,   25421,   11931,   24961,   95059,  113172,  145441,  150064,   27956,   23333,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,    3864,    2234,   -3709,    5703,   -3046,    3159,    4891,    5153,   -1027,   -1289,  100.0,   14.7,    6.9,   14.4,   54.8,   65.3,   83.9,   86.5,   16.1,   13.5,  100.0,   14.7,    6.9,   14.4,   54.8,   65.3,   83.9,   86.5,   16.1,   13.5,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    135,     35,     20,     31,     62,     65,    114,    106,    135,     35,     20,     31,     62,     65,    114,    106,      0,      0,      0,      0,      0,      0,      0,      0,    22.6,    26.6,    34.5,    38.5,    17.4,    18.6,    25.6,    24.6,    22.6,    26.6,    34.5,    38.5,    17.4,    18.6,    25.6,    24.6,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(CONTRACTS OF 42,000 U.S. GALLONS)" ,"022651" ,"NYME" ,"022"
HEATING OIL ,060620 ,2006-06-20,022651 ,NYME ,01 ,022 ,  169533,   23187,   15640,   19258,   98105,  110013,  140550,  144911,   28983,   24622,  169533,   23187,   15640,   19258,   98105,  110013,  140550,  144911,   28983,   24622,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,    -892,    1072,    -315,    -183,    -580,    -319,     309,    -817,   -1201,     -75,  100.0,   13.7,    9.2,   11.4,   57.9,   64.9,   82.9,   85.5,   17.1,   14.5,  100.0,   13.7,    9.2,   11.4,   57.9,   64.9,   82.9,   85.5,   17.1,   14.5,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    129,     33,     22,     29,     64,     65,    111,    105,    129,     33,     22,     29,     64,     65,    111,    105,      0,      0,      0,      0,      0,      0,      0,      0,    21.9,    25.4,    34.0,    36.5,    17.6,    18.0,    25.7,    23.7,    21.9,    25.4,    34.0,    36.5,    17.6,    18.0,    25.7,    23.7,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(CONTRACTS OF 42,000 U.S. GALLONS)" ,"022651" ,"NYME" ,"022"
HEATING OIL ,060613 ,2006-06-13,022651 ,NYME ,01 ,022 ,  170425,   22115,   15955,   19441,   98685,  110332,  140241,  145728,   30184,   24697,  170425,   22115,   15955,   19441,   98685,  110332,  140241,  145728,   30184,   24697,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,    5052,   -3472,     -13,    -945,   10598,    3320,    6181,    2362,   -1129,    2690,  100.0,   13.0,    9.4,   11.4,   57.9,   64.7,   82.3,   85.5,   17.7,   14.5,  100.0,   13.0,    9.4,   11.4,   57.9,   64.7,   82.3,   85.5,   17.7,   14.5,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    125,     31,     21,     27,     58,     61,    103,     99,    125,     31,     21,     27,     58,     61,    103,     99,      0,      0,      0,      0,      0,      0,      0,      0,    21.9,    27.0,    35.1,    38.0,    17.2,    18.0,    25.2,    23.5,    21.9,    27.0,    35.1,    38.0,    17.2,    18.0,    25.2,    23.5,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(CONTRACTS OF 42,000 U.S. GALLONS)" ,"022651" ,"NYME" ,"022"
HEATING OIL ,060606 ,2006-06-06,022651 ,NYME ,01 ,022 ,  165373,   25587,   15968,   20386,   88087,  107012,  134060,  143366,   31313,   22007,  165373,   25587,   15968,   20386,   88087,  107012,  134060,  143366,   31313,   22007,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,   -1159,    2068,   -1303,   -1771,   -3822,    3221,   -3525,     147,    2366,   -1306,  100.0,   15.5,    9.7,   12.3,   53.3,   64.7,   81.1,   86.7,   18.9,   13.3,  100.0,   15.5,    9.7,   12.3,   53.3,   64.7,   81.1,   86.7,   18.9,   13.3,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    126,     30,     24,     27,     55,     60,    102,     97,    126,     30,     24,     27,     55,     60,    102,     97,      0,      0,      0,      0,      0,      0,      0,      0,    22.5,    27.0,    34.2,    37.7,    18.0,    19.5,    26.5,    24.6,    22.5,    27.0,    34.2,    37.7,    18.0,    19.5,    26.5,    24.6,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(CONTRACTS OF 42,000 U.S. GALLONS)" ,"022651" ,"NYME" ,"022"
HEATING OIL ,060530 ,2006-05-30,022651 ,NYME ,01 ,022 ,  166532,   23519,   17271,   22157,   91909,  103791,  137585,  143219,   28947,   23313,  166532,   23519,   17271,   22157,   91909,  103791,  137585,  143219,   28947,   23313,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,   -4525,    -751,   -3057,   -1665,     477,    1812,   -1939,   -2910,   -2586,   -1615,  100.0,   14.1,   10.4,   13.3,   55.2,   62.3,   82.6,   86.0,   17.4,   14.0,  100.0,   14.1,   10.4,   13.3,   55.2,   62.3,   82.6,   86.0,   17.4,   14.0,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    122,     30,     23,     30,     57,     61,    104,    100,    122,     30,     23,     30,     57,     61,    104,    100,      0,      0,      0,      0,      0,      0,      0,      0,    22.3,    24.8,    34.3,    35.8,    17.9,    16.7,    26.3,    22.6,    22.3,    24.8,    34.3,    35.8,    17.9,    16.7,    26.3,    22.6,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(CONTRACTS OF 42,000 U.S. GALLONS)" ,"022651" ,"NYME" ,"022"
HEATING OIL ,060523 ,2006-05-23,022651 ,NYME ,01 ,022 ,  171057,   24270,   20328,   23822,   91432,  101979,  139524,  146129,   31533,   24928,  171057,   24270,   20328,   23822,   91432,  101979,  139524,  146129,   31533,   24928,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,    -570,     722,   -2492,   -2171,    1658,    4405,     209,    -258,    -779,    -312,  100.0,   14.2,   11.9,   13.9,   53.5,   59.6,   81.6,   85.4,   18.4,   14.6,  100.0,   14.2,   11.9,   13.9,   53.5,   59.6,   81.6,   85.4,   18.4,   14.6,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    129,     34,     25,     35,     59,     61,    112,    105,    129,     34,     25,     35,     59,     61,    112,    105,      0,      0,      0,      0,      0,      0,      0,      0,    22.4,    25.2,    34.3,    35.5,    17.2,    17.1,    25.2,    22.3,    22.4,    25.2,    34.3,    35.5,    17.2,    17.1,    25.2,    22.3,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(CONTRACTS OF 42,000 U.S. GALLONS)" ,"022651" ,"NYME" ,"022"
HEATING OIL ,060516 ,2006-05-16,022651 ,NYME ,01 ,022 ,  171627,   23548,   22820,   25993,   89774,   97574,  139315,  146387,   32312,   25240,  171627,   23548,   22820,   25993,   89774,   97574,  139315,  146387,   32312,   25240,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,   -3339,   -4732,     383,     177,     370,   -3134,   -4185,   -2574,     846,    -765,  100.0,   13.7,   13.3,   15.1,   52.3,   56.9,   81.2,   85.3,   18.8,   14.7,  100.0,   13.7,   13.3,   15.1,   52.3,   56.9,   81.2,   85.3,   18.8,   14.7,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    127,     31,     27,     39,     52,     61,    107,    107,    127,     31,     27,     39,     52,     61,    107,    107,      0,      0,      0,      0,      0,      0,      0,      0,    22.0,    25.1,    34.2,    36.1,    16.5,    18.1,    24.8,    24.0,    22.0,    25.1,    34.2,    36.1,    16.5,    18.1,    24.8,    24.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(CONTRACTS OF 42,000 U.S. GALLONS)" ,"022651" ,"NYME" ,"022"
HEATING OIL ,060509 ,2006-05-09,022651 ,NYME ,01 ,022 ,  174966,   28280,   22437,   25816,   89404,  100708,  143500,  148961,   31466,   26005,  174966,   28280,   22437,   25816,   89404,  100708,  143500,  148961,   31466,   26005,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,   -6003,   -7097,     323,   -2281,    3368,   -4292,   -6010,   -6250,       7,     247,  100.0,   16.2,   12.8,   14.8,   51.1,   57.6,   82.0,   85.1,   18.0,   14.9,  100.0,   16.2,   12.8,   14.8,   51.1,   57.6,   82.0,   85.1,   18.0,   14.9,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    136,     33,     31,     38,     56,     61,    115,    108,    136,     33,     31,     38,     56,     61,    115,    108,      0,      0,      0,      0,      0,      0,      0,      0,    21.6,    24.2,    32.6,    35.5,    16.0,    17.3,    24.3,    23.2,    21.6,    24.2,    32.6,    35.5,    16.0,    17.3,    24.3,    23.2,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(CONTRACTS OF 42,000 U.S. GALLONS)" ,"022651" ,"NYME" ,"022"
HEATING OIL ,060502 ,2006-05-02,022651 ,NYME ,01 ,022 ,  180969,   35377,   22114,   28097,   86036,  105000,  149510,  155211,   31459,   25758,  180969,   35377,   22114,   28097,   86036,  105000,  149510,  155211,   31459,   25758,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,    1080,    2036,    4009,   -1765,     545,     177,     816,    2421,     264,   -1341,  100.0,   19.5,   12.2,   15.5,   47.5,   58.0,   82.6,   85.8,   17.4,   14.2,  100.0,   19.5,   12.2,   15.5,   47.5,   58.0,   82.6,   85.8,   17.4,   14.2,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    140,     34,     33,     36,     56,     61,    115,    109,    140,     34,     33,     36,     56,     61,    115,    109,      0,      0,      0,      0,      0,      0,      0,      0,    20.8,    26.9,    32.8,    37.6,    15.7,    19.5,    25.8,    25.3,    20.8,    26.9,    32.8,    37.6,    15.7,    19.5,    25.8,    25.3,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(CONTRACTS OF 42,000 U.S. GALLONS)" ,"022651" ,"NYME" ,"022"
HEATING OIL ,060425 ,2006-04-25,022651 ,NYME ,01 ,022 ,  179889,   33341,   18105,   29862,   85491,  104823,  148694,  152790,   31195,   27099,  179889,   33341,   18105,   29862,   85491,  104823,  148694,  152790,   31195,   27099,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,    5487,    3561,    1055,     -39,   -1691,    1526,    1831,    2542,    3656,    2945,  100.0,   18.5,   10.1,   16.6,   47.5,   58.3,   82.7,   84.9,   17.3,   15.1,  100.0,   18.5,   10.1,   16.6,   47.5,   58.3,   82.7,   84.9,   17.3,   15.1,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    137,     36,     32,     36,     58,     58,    118,    104,    137,     36,     32,     36,     58,     58,    118,    104,      0,      0,      0,      0,      0,      0,      0,      0,    21.5,    27.1,    32.8,    37.9,    15.5,    19.2,    25.3,    24.7,    21.5,    27.1,    32.8,    37.9,    15.5,    19.2,    25.3,    24.7,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(CONTRACTS OF 42,000 U.S. GALLONS)" ,"022651" ,"NYME" ,"022"
HEATING OIL ,060418 ,2006-04-18,022651 ,NYME ,01 ,022 ,  174402,   29780,   17050,   29901,   87182,  103297,  146863,  150248,   27539,   24154,  174402,   29780,   17050,   29901,   87182,  103297,  146863,  150248,   27539,   24154,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,    8228,    2349,    2885,    5663,    -154,    2466,    7858,   11014,     370,   -2786,  100.0,   17.1,    9.8,   17.1,   50.0,   59.2,   84.2,   86.2,   15.8,   13.8,  100.0,   17.1,    9.8,   17.1,   50.0,   59.2,   84.2,   86.2,   15.8,   13.8,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    135,     33,     32,     34,     61,     59,    116,    105,    135,     33,     32,     34,     61,     59,    116,    105,      0,      0,      0,      0,      0,      0,      0,      0,    22.6,    27.4,    33.7,    38.0,    16.4,    19.3,    26.7,    24.5,    22.6,    27.4,    33.7,    38.0,    16.4,    19.3,    26.7,    24.5,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(CONTRACTS OF 42,000 U.S. GALLONS)" ,"022651" ,"NYME" ,"022"
HEATING OIL ,060411 ,2006-04-11,022651 ,NYME ,01 ,022 ,  166174,   27431,   14165,   24238,   87336,  100831,  139005,  139234,   27169,   26940,  166174,   27431,   14165,   24238,   87336,  100831,  139005,  139234,   27169,   26940,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,    2809,    1945,   -1196,   -2139,    2248,    7368,    2054,    4033,     755,   -1224,  100.0,   16.5,    8.5,   14.6,   52.6,   60.7,   83.7,   83.8,   16.3,   16.2,  100.0,   16.5,    8.5,   14.6,   52.6,   60.7,   83.7,   83.8,   16.3,   16.2,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    123,     29,     27,     34,     56,     57,    106,     98,    123,     29,     27,     34,     56,     57,    106,     98,      0,      0,      0,      0,      0,      0,      0,      0,    24.2,    28.0,    35.7,    39.4,    18.0,    19.2,    28.2,    25.2,    24.2,    28.0,    35.7,    39.4,    18.0,    19.2,    28.2,    25.2,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(CONTRACTS OF 42,000 U.S. GALLONS)" ,"022651" ,"NYME" ,"022"
HEATING OIL ,060404 ,2006-04-04,022651 ,NYME ,01 ,022 ,  163365,   25486,   15361,   26377,   85088,   93463,  136951,  135201,   26414,   28164,  163365,   25486,   15361,   26377,   85088,   93463,  136951,  135201,   26414,   28164,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,   -1817,    -247,   -1317,    2578,   -5270,   -1300,   -2939,     -39,    1122,   -1778,  100.0,   15.6,    9.4,   16.1,   52.1,   57.2,   83.8,   82.8,   16.2,   17.2,  100.0,   15.6,    9.4,   16.1,   52.1,   57.2,   83.8,   82.8,   16.2,   17.2,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    119,     24,     30,     32,     54,     54,    100,     97,    119,     24,     30,     32,     54,     54,    100,     97,      0,      0,      0,      0,      0,      0,      0,      0,    24.6,    26.5,    38.8,    37.7,    19.5,    16.6,    30.2,    23.2,    24.6,    26.5,    38.8,    37.7,    19.5,    16.6,    30.2,    23.2,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(CONTRACTS OF 42,000 U.S. GALLONS)" ,"022651" ,"NYME" ,"022"
HEATING OIL ,060328 ,2006-03-28,022651 ,NYME ,01 ,022 ,  165182,   25733,   16678,   23799,   90358,   94763,  139890,  135240,   25292,   29942,  165182,   25733,   16678,   23799,   90358,   94763,  139890,  135240,   25292,   29942,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,   -4815,    1479,   -1687,     494,   -6487,   -2542,   -4514,   -3735,    -301,   -1080,  100.0,   15.6,   10.1,   14.4,   54.7,   57.4,   84.7,   81.9,   15.3,   18.1,  100.0,   15.6,   10.1,   14.4,   54.7,   57.4,   84.7,   81.9,   15.3,   18.1,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    122,     25,     32,     35,     55,     54,    103,    102,    122,     25,     32,     35,     55,     54,    103,    102,      0,      0,      0,      0,      0,      0,      0,      0,    24.6,    23.3,    40.7,    34.7,    20.2,    12.6,    30.6,    19.0,    24.6,    23.3,    40.7,    34.7,    20.2,    12.6,    30.6,    19.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(CONTRACTS OF 42,000 U.S. GALLONS)" ,"022651" ,"NYME" ,"022"
HEATING OIL ,060321 ,2006-03-21,022651 ,NYME ,01 ,022 ,  169997,   24254,   18365,   23305,   96845,   97305,  144404,  138975,   25593,   31022,  169997,   24254,   18365,   23305,   96845,   97305,  144404,  138975,   25593,   31022,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     322,    -209,   -2354,     814,   -1497,    2146,    -892,     606,    1214,    -284,  100.0,   14.3,   10.8,   13.7,   57.0,   57.2,   84.9,   81.8,   15.1,   18.2,  100.0,   14.3,   10.8,   13.7,   57.0,   57.2,   84.9,   81.8,   15.1,   18.2,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    119,     24,     32,     32,     54,     54,     99,     99,    119,     24,     32,     32,     54,     54,     99,     99,      0,      0,      0,      0,      0,      0,      0,      0,    24.7,    22.2,    41.4,    34.6,    20.3,    12.4,    30.3,    18.6,    24.7,    22.2,    41.4,    34.6,    20.3,    12.4,    30.3,    18.6,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(CONTRACTS OF 42,000 U.S. GALLONS)" ,"022651" ,"NYME" ,"022"
HEATING OIL ,060314 ,2006-03-14,022651 ,NYME ,01 ,022 ,  169675,   24463,   20719,   22491,   98342,   95159,  145296,  138369,   24379,   31306,  169675,   24463,   20719,   22491,   98342,   95159,  145296,  138369,   24379,   31306,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,   -3851,    -378,   -1471,     -52,   -1217,    1180,   -1647,    -343,   -2204,   -3508,  100.0,   14.4,   12.2,   13.3,   58.0,   56.1,   85.6,   81.5,   14.4,   18.5,  100.0,   14.4,   12.2,   13.3,   58.0,   56.1,   85.6,   81.5,   14.4,   18.5,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    122,     23,     36,     31,     54,     55,     98,    103,    122,     23,     36,     31,     54,     55,     98,    103,      0,      0,      0,      0,      0,      0,      0,      0,    25.1,    22.0,    41.8,    33.0,    21.1,    12.1,    30.9,    17.3,    25.1,    22.0,    41.8,    33.0,    21.1,    12.1,    30.9,    17.3,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(CONTRACTS OF 42,000 U.S. GALLONS)" ,"022651" ,"NYME" ,"022"
HEATING OIL ,060307 ,2006-03-07,022651 ,NYME ,01 ,022 ,  173526,   24841,   22190,   22543,   99559,   93979,  146943,  138712,   26583,   34814,  173526,   24841,   22190,   22543,   99559,   93979,  146943,  138712,   26583,   34814,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,   11124,     524,   -2909,    4767,    1196,    4573,    6487,    6431,    4637,    4693,  100.0,   14.3,   12.8,   13.0,   57.4,   54.2,   84.7,   79.9,   15.3,   20.1,  100.0,   14.3,   12.8,   13.0,   57.4,   54.2,   84.7,   79.9,   15.3,   20.1,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    131,     26,     37,     35,     54,     57,    101,    112,    131,     26,     37,     35,     54,     57,    101,    112,      0,      0,      0,      0,      0,      0,      0,      0,    23.9,    20.5,    41.9,    31.3,    21.2,    11.4,    31.4,    16.9,    23.9,    20.5,    41.9,    31.3,    21.2,    11.4,    31.4,    16.9,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(CONTRACTS OF 42,000 U.S. GALLONS)" ,"022651" ,"NYME" ,"022"
HEATING OIL ,060228 ,2006-02-28,022651 ,NYME ,01 ,022 ,  162402,   24317,   25099,   17776,   98363,   89406,  140456,  132281,   21946,   30121,  162402,   24317,   25099,   17776,   98363,   89406,  140456,  132281,   21946,   30121,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,   -7348,   -1045,     586,   -3181,    -211,   -1226,   -4437,   -3821,   -2911,   -3527,  100.0,   15.0,   15.5,   10.9,   60.6,   55.1,   86.5,   81.5,   13.5,   18.5,  100.0,   15.0,   15.5,   10.9,   60.6,   55.1,   86.5,   81.5,   13.5,   18.5,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    137,     22,     42,     30,     61,     63,    105,    116,    137,     22,     42,     30,     61,     63,    105,    116,      0,      0,      0,      0,      0,      0,      0,      0,    24.5,    17.1,    40.9,    26.7,    22.3,    10.3,    32.9,    16.3,    24.5,    17.1,    40.9,    26.7,    22.3,    10.3,    32.9,    16.3,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(CONTRACTS OF 42,000 U.S. GALLONS)" ,"022651" ,"NYME" ,"022"
