"Market and Exchange Names","As of Date in Form YYMMDD","As of Date in Form YYYY-MM-DD","CFTC Contract Market Code","CFTC Market Code in Initials","CFTC Region Code","CFTC Commodity Code","Open Interest (All)","Noncommercial Positions-Long (All)","Noncommercial Positions-Short (All)","Noncommercial Positions-Spreading (All)","Commercial Positions-Long (All)","Commercial Positions-Short (All)"," Total Reportable Positions-Long (All)","Total Reportable Positions-Short (All)","Nonreportable Positions-Long (All)","Nonreportable Positions-Short (All)","Open Interest (Old)","Noncommercial Positions-Long (Old)","Noncommercial Positions-Short (Old)","Noncommercial Positions-Spreading (Old)","Commercial Positions-Long (Old)","Commercial Positions-Short (Old)","Total Reportable Positions-Long (Old)","Total Reportable Positions-Short (Old)","Nonreportable Positions-Long (Old)","Nonreportable Positions-Short (Old)","Open Interest (Other)","Noncommercial Positions-Long (Other)","Noncommercial Positions-Short (Other)","Noncommercial Positions-Spreading (Other)","Commercial Positions-Long (Other)","Commercial Positions-Short (Other)","Total Reportable Positions-Long (Other)","Total Reportable Positions-Short (Other)","Nonreportable Positions-Long (Other)","Nonreportable Positions-Short (Other)","Change in Open Interest (All)","Change in Noncommercial-Long (All)","Change in Noncommercial-Short (All)","Change in Noncommercial-Spreading (All)","Change in Commercial-Long (All)","Change in Commercial-Short (All)","Change in Total Reportable-Long (All)","Change in Total Reportable-Short (All)","Change in Nonreportable-Long (All)","Change in Nonreportable-Short (All)","% of Open Interest (OI) (All)","% of OI-Noncommercial-Long (All)","% of OI-Noncommercial-Short (All)","% of OI-Noncommercial-Spreading (All)","% of OI-Commercial-Long (All)","% of OI-Commercial-Short (All)","% of OI-Total Reportable-Long (All)","% of OI-Total Reportable-Short (All)","% of OI-Nonreportable-Long (All)","% of OI-Nonreportable-Short (All)","% of Open Interest (OI)(Old)","% of OI-Noncommercial-Long (Old)","% of OI-Noncommercial-Short (Old)","% of OI-Noncommercial-Spreading (Old)","% of OI-Commercial-Long (Old)","% of OI-Commercial-Short (Old)","% of OI-Total Reportable-Long (Old)","% of OI-Total Reportable-Short (Old)","% of OI-Nonreportable-Long (Old)","% of OI-Nonreportable-Short (Old)","% of Open Interest (OI) (Other)","% of OI-Noncommercial-Long (Other)","% of OI-Noncommercial-Short (Other)","% of OI-Noncommercial-Spreading (Other)","% of OI-Commercial-Long (Other)","% of OI-Commercial-Short (Other)","% of OI-Total Reportable-Long (Other)","% of OI-Total Reportable-Short (Other)","% of OI-Nonreportable-Long (Other)","% of OI-Nonreportable-Short (Other)","Traders-Total (All)","Traders-Noncommercial-Long (All)","Traders-Noncommercial-Short (All)","Traders-Noncommercial-Spreading (All)","Traders-Commercial-Long (All)","Traders-Commercial-Short (All)","Traders-Total Reportable-Long (All)","Traders-Total Reportable-Short (All)","Traders-Total (Old)","Traders-Noncommercial-Long (Old)","Traders-Noncommercial-Short (Old)","Traders-Noncommercial-Spreading (Old)","Traders-Commercial-Long (Old)","Traders-Commercial-Short (Old)","Traders-Total Reportable-Long (Old)","Traders-Total Reportable-Short (Old)","Traders-Total (Other)","Traders-Noncommercial-Long (Other)","Traders-Noncommercial-Short (Other)","Traders-Noncommercial-Spreading (Other)","Traders-Commercial-Long (Other)","Traders-Commercial-Short (Other)","Traders-Total Reportable-Long (Other)","Traders-Total Reportable-Short (Other)","Concentration-Gross LT = 4 TDR-Long (All)","Concentration-Gross LT =4 TDR-Short (All)","Concentration-Gross LT =8 TDR-Long (All)","Concentration-Gross LT =8 TDR-Short (All)","Concentration-Net LT =4 TDR-Long (All)","Concentration-Net LT =4 TDR-Short (All)","Concentration-Net LT =8 TDR-Long (All)","Concentration-Net LT =8 TDR-Short (All)","Concentration-Gross LT =4 TDR-Long (Old)","Concentration-Gross LT =4 TDR-Short (Old)","Concentration-Gross LT =8 TDR-Long (Old)","Concentration-Gross LT =8 TDR-Short (Old)","Concentration-Net LT =4 TDR-Long (Old)","Concentration-Net LT =4 TDR-Short (Old)","Concentration-Net LT =8 TDR-Long (Old)","Concentration-Net LT =8 TDR-Short (Old)","Concentration-Gross LT =4 TDR-Long (Other)","Concentration-Gross LT =4 TDR-Short(Other)","Concentration-Gross LT =8 TDR-Long (Other)","Concentration-Gross LT =8 TDR-Short(Other)","Concentration-Net LT =4 TDR-Long (Other)","Concentration-Net LT =4 TDR-Short (Other)","Concentration-Net LT =8 TDR-Long (Other)","Concentration-Net LT =8 TDR-Short (Other)","Contract Units","CFTC Contract Market Code (Quotes)","CFTC Market Code in Initials (Quotes)","CFTC Commodity Code (Quotes)" 
HEATING OIL ,061128 ,2006-11-28,022651 ,NYME ,01 ,022 ,  228776,   22796,   29044,   28621,  146515,  139675,  197932,  197340,   30844,   31436,  228776,   22796,   29044,   28621,  146515,  139675,  197932,  197340,   30844,   31436,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,   -2471,     296,     653,   -4942,    2595,    2586,   -2051,   -1703,    -420,    -768,  100.0,   10.0,   12.7,   12.5,   64.0,   61.1,   86.5,   86.3,   13.5,   13.7,  100.0,   10.0,   12.7,   12.5,   64.0,   61.1,   86.5,   86.3,   13.5,   13.7,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    149,     29,     39,     41,     67,     70,    121,    131,    149,     29,     39,     41,     67,     70,    121,    131,      0,      0,      0,      0,      0,      0,      0,      0,    30.5,    24.0,    43.9,    34.2,    17.8,    10.2,    25.6,    15.9,    30.5,    24.0,    43.9,    34.2,    17.8,    10.2,    25.6,    15.9,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(CONTRACTS OF 42,000 U.S. GALLONS)" ,"022651" ,"NYME" ,"022"
HEATING OIL ,061121 ,2006-11-21,022651 ,NYME ,01 ,022 ,  231247,   22500,   28391,   33563,  143920,  137089,  199983,  199043,   31264,   32204,  231247,   22500,   28391,   33563,  143920,  137089,  199983,  199043,   31264,   32204,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,    5683,    -395,     -45,     345,    5871,    4282,    5821,    4582,    -138,    1101,  100.0,    9.7,   12.3,   14.5,   62.2,   59.3,   86.5,   86.1,   13.5,   13.9,  100.0,    9.7,   12.3,   14.5,   62.2,   59.3,   86.5,   86.1,   13.5,   13.9,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    153,     26,     41,     41,     71,     73,    124,    133,    153,     26,     41,     41,     71,     73,    124,    133,      0,      0,      0,      0,      0,      0,      0,      0,    28.3,    23.1,    41.6,    33.6,    17.7,    10.7,    25.2,    16.5,    28.3,    23.1,    41.6,    33.6,    17.7,    10.7,    25.2,    16.5,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(CONTRACTS OF 42,000 U.S. GALLONS)" ,"022651" ,"NYME" ,"022"
HEATING OIL ,061114 ,2006-11-14,022651 ,NYME ,01 ,022 ,  225564,   22895,   28436,   33218,  138049,  132807,  194162,  194461,   31402,   31103,  225564,   22895,   28436,   33218,  138049,  132807,  194162,  194461,   31402,   31103,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,   -1867,     452,     830,    3826,   -5874,   -5386,   -1596,    -730,    -271,   -1137,  100.0,   10.2,   12.6,   14.7,   61.2,   58.9,   86.1,   86.2,   13.9,   13.8,  100.0,   10.2,   12.6,   14.7,   61.2,   58.9,   86.1,   86.2,   13.9,   13.8,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    145,     25,     37,     36,     66,     69,    113,    126,    145,     25,     37,     36,     66,     69,    113,    126,      0,      0,      0,      0,      0,      0,      0,      0,    27.9,    22.6,    41.6,    33.7,    18.4,    12.1,    25.6,    18.0,    27.9,    22.6,    41.6,    33.7,    18.4,    12.1,    25.6,    18.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(CONTRACTS OF 42,000 U.S. GALLONS)" ,"022651" ,"NYME" ,"022"
HEATING OIL ,061107 ,2006-11-07,022651 ,NYME ,01 ,022 ,  227431,   22443,   27606,   29392,  143923,  138193,  195758,  195191,   31673,   32240,  227431,   22443,   27606,   29392,  143923,  138193,  195758,  195191,   31673,   32240,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,   -1406,     627,   -2934,     100,   -1983,    2421,   -1256,    -413,    -150,    -993,  100.0,    9.9,   12.1,   12.9,   63.3,   60.8,   86.1,   85.8,   13.9,   14.2,  100.0,    9.9,   12.1,   12.9,   63.3,   60.8,   86.1,   85.8,   13.9,   14.2,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    143,     27,     37,     36,     63,     67,    110,    123,    143,     27,     37,     36,     63,     67,    110,    123,      0,      0,      0,      0,      0,      0,      0,      0,    30.6,    24.8,    44.0,    35.5,    18.1,    12.0,    25.2,    18.7,    30.6,    24.8,    44.0,    35.5,    18.1,    12.0,    25.2,    18.7,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(CONTRACTS OF 42,000 U.S. GALLONS)" ,"022651" ,"NYME" ,"022"
HEATING OIL ,061031 ,2006-10-31,022651 ,NYME ,01 ,022 ,  228837,   21816,   30540,   29292,  145906,  135772,  197014,  195604,   31823,   33233,  228837,   21816,   30540,   29292,  145906,  135772,  197014,  195604,   31823,   33233,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,    6551,     473,     748,     859,    2461,    2394,    3793,    4001,    2758,    2550,  100.0,    9.5,   13.3,   12.8,   63.8,   59.3,   86.1,   85.5,   13.9,   14.5,  100.0,    9.5,   13.3,   12.8,   63.8,   59.3,   86.1,   85.5,   13.9,   14.5,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    142,     28,     34,     33,     64,     65,    110,    117,    142,     28,     34,     33,     64,     65,    110,    117,      0,      0,      0,      0,      0,      0,      0,      0,    30.7,    24.5,    43.9,    35.5,    18.3,    12.4,    25.6,    18.3,    30.7,    24.5,    43.9,    35.5,    18.3,    12.4,    25.6,    18.3,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(CONTRACTS OF 42,000 U.S. GALLONS)" ,"022651" ,"NYME" ,"022"
HEATING OIL ,061024 ,2006-10-24,022651 ,NYME ,01 ,022 ,  222286,   21343,   29792,   28433,  143445,  133378,  193221,  191603,   29065,   30683,  222286,   21343,   29792,   28433,  143445,  133378,  193221,  191603,   29065,   30683,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,    4997,     217,    4432,    2605,    3891,    -724,    6713,    6313,   -1716,   -1316,  100.0,    9.6,   13.4,   12.8,   64.5,   60.0,   86.9,   86.2,   13.1,   13.8,  100.0,    9.6,   13.4,   12.8,   64.5,   60.0,   86.9,   86.2,   13.1,   13.8,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    143,     29,     32,     35,     68,     72,    115,    125,    143,     29,     32,     35,     68,     72,    115,    125,      0,      0,      0,      0,      0,      0,      0,      0,    29.5,    23.2,    42.6,    34.4,    18.3,    11.0,    26.1,    16.8,    29.5,    23.2,    42.6,    34.4,    18.3,    11.0,    26.1,    16.8,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(CONTRACTS OF 42,000 U.S. GALLONS)" ,"022651" ,"NYME" ,"022"
HEATING OIL ,061017 ,2006-10-17,022651 ,NYME ,01 ,022 ,  217289,   21126,   25360,   25828,  139554,  134102,  186508,  185290,   30781,   31999,  217289,   21126,   25360,   25828,  139554,  134102,  186508,  185290,   30781,   31999,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,   -2289,     523,    -595,   -3459,     115,    4005,   -2821,     -49,     532,   -2240,  100.0,    9.7,   11.7,   11.9,   64.2,   61.7,   85.8,   85.3,   14.2,   14.7,  100.0,    9.7,   11.7,   11.9,   64.2,   61.7,   85.8,   85.3,   14.2,   14.7,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    140,     25,     34,     35,     64,     70,    111,    122,    140,     25,     34,     35,     64,     70,    111,    122,      0,      0,      0,      0,      0,      0,      0,      0,    28.9,    23.3,    42.5,    34.7,    18.8,    11.6,    27.3,    17.6,    28.9,    23.3,    42.5,    34.7,    18.8,    11.6,    27.3,    17.6,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(CONTRACTS OF 42,000 U.S. GALLONS)" ,"022651" ,"NYME" ,"022"
HEATING OIL ,061010 ,2006-10-10,022651 ,NYME ,01 ,022 ,  219578,   20603,   25955,   29287,  139439,  130097,  189329,  185339,   30249,   34239,  219578,   20603,   25955,   29287,  139439,  130097,  189329,  185339,   30249,   34239,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,   -2096,    -711,   -2064,   -5334,    2161,    2528,   -3884,   -4870,    1788,    2774,  100.0,    9.4,   11.8,   13.3,   63.5,   59.2,   86.2,   84.4,   13.8,   15.6,  100.0,    9.4,   11.8,   13.3,   63.5,   59.2,   86.2,   84.4,   13.8,   15.6,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    141,     26,     35,     34,     65,     69,    110,    123,    141,     26,     35,     34,     65,     69,    110,    123,      0,      0,      0,      0,      0,      0,      0,      0,    27.8,    21.7,    41.2,    32.8,    18.4,    10.7,    26.8,    16.9,    27.8,    21.7,    41.2,    32.8,    18.4,    10.7,    26.8,    16.9,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(CONTRACTS OF 42,000 U.S. GALLONS)" ,"022651" ,"NYME" ,"022"
HEATING OIL ,061003 ,2006-10-03,022651 ,NYME ,01 ,022 ,  221674,   21314,   28019,   34621,  137278,  127569,  193213,  190209,   28461,   31465,  221674,   21314,   28019,   34621,  137278,  127569,  193213,  190209,   28461,   31465,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,    4094,    -574,    5882,     331,    4777,    -585,    4534,    5628,    -440,   -1534,  100.0,    9.6,   12.6,   15.6,   61.9,   57.5,   87.2,   85.8,   12.8,   14.2,  100.0,    9.6,   12.6,   15.6,   61.9,   57.5,   87.2,   85.8,   12.8,   14.2,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    152,     23,     42,     40,     65,     71,    116,    133,    152,     23,     42,     40,     65,     71,    116,    133,      0,      0,      0,      0,      0,      0,      0,      0,    26.7,    20.5,    39.9,    31.2,    18.1,    11.5,    26.4,    17.0,    26.7,    20.5,    39.9,    31.2,    18.1,    11.5,    26.4,    17.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(CONTRACTS OF 42,000 U.S. GALLONS)" ,"022651" ,"NYME" ,"022"
HEATING OIL ,060926 ,2006-09-26,022651 ,NYME ,01 ,022 ,  217580,   21888,   22137,   34290,  132501,  128154,  188679,  184581,   28901,   32999,  217580,   21888,   22137,   34290,  132501,  128154,  188679,  184581,   28901,   32999,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,    1780,     196,    1539,    1229,    1022,     292,    2447,    3060,    -667,   -1280,  100.0,   10.1,   10.2,   15.8,   60.9,   58.9,   86.7,   84.8,   13.3,   15.2,  100.0,   10.1,   10.2,   15.8,   60.9,   58.9,   86.7,   84.8,   13.3,   15.2,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    148,     29,     35,     41,     64,     70,    118,    129,    148,     29,     35,     41,     64,     70,    118,    129,      0,      0,      0,      0,      0,      0,      0,      0,    25.4,    20.2,    38.4,    31.3,    17.8,    10.4,    25.4,    15.6,    25.4,    20.2,    38.4,    31.3,    17.8,    10.4,    25.4,    15.6,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(CONTRACTS OF 42,000 U.S. GALLONS)" ,"022651" ,"NYME" ,"022"
HEATING OIL ,060919 ,2006-09-19,022651 ,NYME ,01 ,022 ,  215800,   21692,   20598,   33061,  131479,  127862,  186232,  181521,   29568,   34279,  215800,   21692,   20598,   33061,  131479,  127862,  186232,  181521,   29568,   34279,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,   10694,   -3274,    2987,    6253,    7414,      -2,   10393,    9238,     301,    1456,  100.0,   10.1,    9.5,   15.3,   60.9,   59.3,   86.3,   84.1,   13.7,   15.9,  100.0,   10.1,    9.5,   15.3,   60.9,   59.3,   86.3,   84.1,   13.7,   15.9,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    150,     30,     34,     38,     67,     77,    119,    133,    150,     30,     34,     38,     67,     77,    119,    133,      0,      0,      0,      0,      0,      0,      0,      0,    23.8,    19.0,    36.5,    29.9,    17.2,     9.3,    24.4,    14.8,    23.8,    19.0,    36.5,    29.9,    17.2,     9.3,    24.4,    14.8,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(CONTRACTS OF 42,000 U.S. GALLONS)" ,"022651" ,"NYME" ,"022"
HEATING OIL ,060912 ,2006-09-12,022651 ,NYME ,01 ,022 ,  205106,   24966,   17611,   26808,  124065,  127864,  175839,  172283,   29267,   32823,  205106,   24966,   17611,   26808,  124065,  127864,  175839,  172283,   29267,   32823,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,   12528,    3168,    2842,    1619,    6212,    3913,   10999,    8374,    1529,    4154,  100.0,   12.2,    8.6,   13.1,   60.5,   62.3,   85.7,   84.0,   14.3,   16.0,  100.0,   12.2,    8.6,   13.1,   60.5,   62.3,   85.7,   84.0,   14.3,   16.0,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    149,     34,     29,     36,     67,     77,    118,    129,    149,     34,     29,     36,     67,     77,    118,    129,      0,      0,      0,      0,      0,      0,      0,      0,    23.0,    20.1,    36.7,    32.5,    16.9,    11.3,    25.0,    18.1,    23.0,    20.1,    36.7,    32.5,    16.9,    11.3,    25.0,    18.1,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(CONTRACTS OF 42,000 U.S. GALLONS)" ,"022651" ,"NYME" ,"022"
HEATING OIL ,060905 ,2006-09-05,022651 ,NYME ,01 ,022 ,  192578,   21798,   14769,   25189,  117853,  123951,  164840,  163909,   27738,   28669,  192578,   21798,   14769,   25189,  117853,  123951,  164840,  163909,   27738,   28669,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,    -538,    -264,     532,     850,   -2139,   -3662,   -1553,   -2280,    1015,    1742,  100.0,   11.3,    7.7,   13.1,   61.2,   64.4,   85.6,   85.1,   14.4,   14.9,  100.0,   11.3,    7.7,   13.1,   61.2,   64.4,   85.6,   85.1,   14.4,   14.9,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    143,     34,     26,     37,     62,     73,    114,    124,    143,     34,     26,     37,     62,     73,    114,    124,      0,      0,      0,      0,      0,      0,      0,      0,    24.4,    21.0,    40.1,    31.4,    18.4,    11.0,    25.9,    18.0,    24.4,    21.0,    40.1,    31.4,    18.4,    11.0,    25.9,    18.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(CONTRACTS OF 42,000 U.S. GALLONS)" ,"022651" ,"NYME" ,"022"
HEATING OIL ,060829 ,2006-08-29,022651 ,NYME ,01 ,022 ,  193116,   22062,   14237,   24339,  119992,  127613,  166393,  166189,   26723,   26927,  193116,   22062,   14237,   24339,  119992,  127613,  166393,  166189,   26723,   26927,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,    7021,   -1921,    3828,    1495,    6498,    2213,    6072,    7536,     949,    -515,  100.0,   11.4,    7.4,   12.6,   62.1,   66.1,   86.2,   86.1,   13.8,   13.9,  100.0,   11.4,    7.4,   12.6,   62.1,   66.1,   86.2,   86.1,   13.8,   13.9,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    147,     39,     24,     31,     67,     73,    122,    118,    147,     39,     24,     31,     67,     73,    122,    118,      0,      0,      0,      0,      0,      0,      0,      0,    24.7,    22.2,    40.6,    32.4,    17.5,    10.5,    24.7,    17.0,    24.7,    22.2,    40.6,    32.4,    17.5,    10.5,    24.7,    17.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(CONTRACTS OF 42,000 U.S. GALLONS)" ,"022651" ,"NYME" ,"022"
HEATING OIL ,060822 ,2006-08-22,022651 ,NYME ,01 ,022 ,  186095,   23983,   10409,   22844,  113494,  125400,  160321,  158653,   25774,   27442,  186095,   23983,   10409,   22844,  113494,  125400,  160321,  158653,   25774,   27442,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     722,    2183,    -994,    -670,    4330,    3131,    5843,    1467,   -5121,    -745,  100.0,   12.9,    5.6,   12.3,   61.0,   67.4,   86.2,   85.3,   13.8,   14.7,  100.0,   12.9,    5.6,   12.3,   61.0,   67.4,   86.2,   85.3,   13.8,   14.7,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    143,     40,     23,     37,     66,     74,    124,    120,    143,     40,     23,     37,     66,     74,    124,    120,      0,      0,      0,      0,      0,      0,      0,      0,    24.9,    24.1,    40.4,    34.2,    17.3,    11.5,    24.6,    17.4,    24.9,    24.1,    40.4,    34.2,    17.3,    11.5,    24.6,    17.4,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(CONTRACTS OF 42,000 U.S. GALLONS)" ,"022651" ,"NYME" ,"022"
HEATING OIL ,060815 ,2006-08-15,022651 ,NYME ,01 ,022 ,  185373,   21800,   11403,   23514,  109164,  122269,  154478,  157186,   30895,   28187,  185373,   21800,   11403,   23514,  109164,  122269,  154478,  157186,   30895,   28187,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,    3758,   -4104,    3174,    -349,    8390,   -3183,    3937,    -358,    -179,    4116,  100.0,   11.8,    6.2,   12.7,   58.9,   66.0,   83.3,   84.8,   16.7,   15.2,  100.0,   11.8,    6.2,   12.7,   58.9,   66.0,   83.3,   84.8,   16.7,   15.2,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    140,     37,     22,     36,     64,     75,    119,    118,    140,     37,     22,     36,     64,     75,    119,    118,      0,      0,      0,      0,      0,      0,      0,      0,    23.8,    25.1,    38.4,    35.1,    17.1,    12.9,    24.6,    18.5,    23.8,    25.1,    38.4,    35.1,    17.1,    12.9,    24.6,    18.5,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(CONTRACTS OF 42,000 U.S. GALLONS)" ,"022651" ,"NYME" ,"022"
HEATING OIL ,060808 ,2006-08-08,022651 ,NYME ,01 ,022 ,  181615,   25904,    8229,   23863,  100774,  125452,  150541,  157544,   31074,   24071,  181615,   25904,    8229,   23863,  100774,  125452,  150541,  157544,   31074,   24071,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,    2089,    2454,     215,   -1870,    -329,    3064,     255,    1409,    1834,     680,  100.0,   14.3,    4.5,   13.1,   55.5,   69.1,   82.9,   86.7,   17.1,   13.3,  100.0,   14.3,    4.5,   13.1,   55.5,   69.1,   82.9,   86.7,   17.1,   13.3,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    138,     37,     19,     33,     66,     74,    119,    113,    138,     37,     19,     33,     66,     74,    119,    113,      0,      0,      0,      0,      0,      0,      0,      0,    23.8,    27.4,    37.6,    37.4,    17.5,    15.7,    26.0,    21.5,    23.8,    27.4,    37.6,    37.4,    17.5,    15.7,    26.0,    21.5,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(CONTRACTS OF 42,000 U.S. GALLONS)" ,"022651" ,"NYME" ,"022"
HEATING OIL ,060801 ,2006-08-01,022651 ,NYME ,01 ,022 ,  179526,   23450,    8014,   25733,  101103,  122388,  150286,  156135,   29240,   23391,  179526,   23450,    8014,   25733,  101103,  122388,  150286,  156135,   29240,   23391,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,   -3702,    1424,   -3891,    1268,   -5822,    1967,   -3130,    -656,    -572,   -3046,  100.0,   13.1,    4.5,   14.3,   56.3,   68.2,   83.7,   87.0,   16.3,   13.0,  100.0,   13.1,    4.5,   14.3,   56.3,   68.2,   83.7,   87.0,   16.3,   13.0,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    149,     41,     20,     39,     65,     76,    125,    122,    149,     41,     20,     39,     65,     76,    125,    122,      0,      0,      0,      0,      0,      0,      0,      0,    24.0,    28.0,    38.8,    37.6,    17.1,    14.1,    25.0,    19.8,    24.0,    28.0,    38.8,    37.6,    17.1,    14.1,    25.0,    19.8,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(CONTRACTS OF 42,000 U.S. GALLONS)" ,"022651" ,"NYME" ,"022"
HEATING OIL ,060725 ,2006-07-25,022651 ,NYME ,01 ,022 ,  183228,   22026,   11905,   24465,  106925,  120421,  153416,  156791,   29812,   26437,  183228,   22026,   11905,   24465,  106925,  120421,  153416,  156791,   29812,   26437,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,   -5833,   -8365,     947,    -518,    3995,   -8452,   -4888,   -8023,    -945,    2190,  100.0,   12.0,    6.5,   13.4,   58.4,   65.7,   83.7,   85.6,   16.3,   14.4,  100.0,   12.0,    6.5,   13.4,   58.4,   65.7,   83.7,   85.6,   16.3,   14.4,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    140,     36,     22,     35,     64,     74,    116,    119,    140,     36,     22,     35,     64,     74,    116,    119,      0,      0,      0,      0,      0,      0,      0,      0,    22.8,    26.4,    37.6,    35.6,    16.3,    14.2,    24.0,    19.4,    22.8,    26.4,    37.6,    35.6,    16.3,    14.2,    24.0,    19.4,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(CONTRACTS OF 42,000 U.S. GALLONS)" ,"022651" ,"NYME" ,"022"
HEATING OIL ,060718 ,2006-07-18,022651 ,NYME ,01 ,022 ,  189061,   30391,   10958,   24983,  102930,  128873,  158304,  164814,   30757,   24247,  189061,   30391,   10958,   24983,  102930,  128873,  158304,  164814,   30757,   24247,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,   16775,    6391,    -991,    2828,    7945,   16855,   17164,   18692,    -389,   -1917,  100.0,   16.1,    5.8,   13.2,   54.4,   68.2,   83.7,   87.2,   16.3,   12.8,  100.0,   16.1,    5.8,   13.2,   54.4,   68.2,   83.7,   87.2,   16.3,   12.8,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    141,     43,     17,     34,     66,     69,    122,    111,    141,     43,     17,     34,     66,     69,    122,    111,      0,      0,      0,      0,      0,      0,      0,      0,    22.5,    27.1,    36.6,    38.2,    15.3,    15.9,    23.2,    21.4,    22.5,    27.1,    36.6,    38.2,    15.3,    15.9,    23.2,    21.4,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(CONTRACTS OF 42,000 U.S. GALLONS)" ,"022651" ,"NYME" ,"022"
