Market and Exchange Names,As of Date in Form YYMMDD,As of Date in Form YYYY-MM-DD,CFTC Contract Market Code,CFTC Market Code in Initials,CFTC Region Code,CFTC Commodity Code,Open Interest (All),Noncommercial Positions-Long (All),Noncommercial Positions-Short (All),Noncommercial Positions-Spreading (All),Commercial Positions-Long (All),Commercial Positions-Short (All), Total Reportable Positions-Long (All),Total Reportable Positions-Short (All),Nonreportable Positions-Long (All),Nonreportable Positions-Short (All),Open Interest (Old),Noncommercial Positions-Long (Old),Noncommercial Positions-Short (Old),Noncommercial Positions-Spreading (Old),Commercial Positions-Long (Old),Commercial Positions-Short (Old),Total Reportable Positions-Long (Old),Total Reportable Positions-Short (Old),Nonreportable Positions-Long (Old),Nonreportable Positions-Short (Old),Open Interest (Other),Noncommercial Positions-Long (Other),Noncommercial Positions-Short (Other),Noncommercial Positions-Spreading (Other),Commercial Positions-Long (Other),Commercial Positions-Short (Other),Total Reportable Positions-Long (Other),Total Reportable Positions-Short (Other),Nonreportable Positions-Long (Other),Nonreportable Positions-Short (Other),Change in Open Interest (All),Change in Noncommercial-Long (All),Change in Noncommercial-Short (All),Change in Noncommercial-Spreading (All),Change in Commercial-Long (All),Change in Commercial-Short (All),Change in Total Reportable-Long (All),Change in Total Reportable-Short (All),Change in Nonreportable-Long (All),Change in Nonreportable-Short (All),% of Open Interest (OI) (All),% of OI-Noncommercial-Long (All),% of OI-Noncommercial-Short (All),% of OI-Noncommercial-Spreading (All),% of OI-Commercial-Long (All),% of OI-Commercial-Short (All),% of OI-Total Reportable-Long (All),% of OI-Total Reportable-Short (All),% of OI-Nonreportable-Long (All),% of OI-Nonreportable-Short (All),% of Open Interest (OI)(Old),% of OI-Noncommercial-Long (Old),% of OI-Noncommercial-Short (Old),% of OI-Noncommercial-Spreading (Old),% of OI-Commercial-Long (Old),% of OI-Commercial-Short (Old),% of OI-Total Reportable-Long (Old),% of OI-Total Reportable-Short (Old),% of OI-Nonreportable-Long (Old),% of OI-Nonreportable-Short (Old),% of Open Interest (OI) (Other),% of OI-Noncommercial-Long (Other),% of OI-Noncommercial-Short (Other),% of OI-Noncommercial-Spreading (Other),% of OI-Commercial-Long (Other),% of OI-Commercial-Short (Other),% of OI-Total Reportable-Long (Other),% of OI-Total Reportable-Short (Other),% of OI-Nonreportable-Long (Other),% of OI-Nonreportable-Short (Other),Traders-Total (All),Traders-Noncommercial-Long (All),Traders-Noncommercial-Short (All),Traders-Noncommercial-Spreading (All),Traders-Commercial-Long (All),Traders-Commercial-Short (All),Traders-Total Reportable-Long (All),Traders-Total Reportable-Short (All),Traders-Total (Old),Traders-Noncommercial-Long (Old),Traders-Noncommercial-Short (Old),Traders-Noncommercial-Spreading (Old),Traders-Commercial-Long (Old),Traders-Commercial-Short (Old),Traders-Total Reportable-Long (Old),Traders-Total Reportable-Short (Old),Traders-Total (Other),Traders-Noncommercial-Long (Other),Traders-Noncommercial-Short (Other),Traders-Noncommercial-Spreading (Other),Traders-Commercial-Long (Other),Traders-Commercial-Short (Other),Traders-Total Reportable-Long (Other),Traders-Total Reportable-Short (Other),Concentration-Gross LT = 4 TDR-Long (All),Concentration-Gross LT =4 TDR-Short (All),Concentration-Gross LT =8 TDR-Long (All),Concentration-Gross LT =8 TDR-Short (All),Concentration-Net LT =4 TDR-Long (All),Concentration-Net LT =4 TDR-Short (All),Concentration-Net LT =8 TDR-Long (All),Concentration-Net LT =8 TDR-Short (All),Concentration-Gross LT =4 TDR-Long (Old),Concentration-Gross LT =4 TDR-Short (Old),Concentration-Gross LT =8 TDR-Long (Old),Concentration-Gross LT =8 TDR-Short (Old),Concentration-Net LT =4 TDR-Long (Old),Concentration-Net LT =4 TDR-Short (Old),Concentration-Net LT =8 TDR-Long (Old),Concentration-Net LT =8 TDR-Short (Old),Concentration-Gross LT =4 TDR-Long (Other),Concentration-Gross LT =4 TDR-Short(Other),Concentration-Gross LT =8 TDR-Long (Other),Concentration-Gross LT =8 TDR-Short(Other),Concentration-Net LT =4 TDR-Long (Other),Concentration-Net LT =4 TDR-Short (Other),Concentration-Net LT =8 TDR-Long (Other),Concentration-Net LT =8 TDR-Short (Other),Contract Units,CFTC Contract Market Code (Quotes),CFTC Market Code in Initials (Quotes),CFTC Commodity Code (Quotes)
GASOLINE BLENDSTOCK (RBOB) - NEW YORK MERCANTILE EXCHANGE ,140304,2014-03-04,111659,NYME ,1,111,271215,106729,35157,24608,114240,198751,245577,258516,25638,12699,271215,106729,35157,24608,114240,198751,245577,258516,25638,12699,0,0,0,0,0,0,0,0,0,0,-1646,4935,2382,-1344,-4683,-1101,-1092,-63,-554,-1583,100,39.4,13,9.1,42.1,73.3,90.5,95.3,9.5,4.7,100,39.4,13,9.1,42.1,73.3,90.5,95.3,9.5,4.7,100,0,0,0,0,0,0,0,0,0,212,71,31,49,78,90,171,151,212,71,31,49,78,90,171,151,0,0,0,0,0,0,0,0,16.2,18.5,26.3,31.6,15.1,12.4,22.4,21.5,16.2,18.5,26.3,31.6,15.1,12.4,22.4,21.5,0,0,0,0,0,0,0,0,"(CONTRACTS OF 42,000 U.S. GALLONS) ",111659,NYME ,111
GASOLINE BLENDSTOCK (RBOB) - NEW YORK MERCANTILE EXCHANGE ,140225,2014-02-25,111659,NYME ,1,111,272861,101794,32775,25952,118923,199852,246669,258579,26192,14282,272861,101794,32775,25952,118923,199852,246669,258579,26192,14282,0,0,0,0,0,0,0,0,0,0,-5807,12259,-1665,-3512,-16165,-17,-7418,-5194,1611,-613,100,37.3,12,9.5,43.6,73.2,90.4,94.8,9.6,5.2,100,37.3,12,9.5,43.6,73.2,90.4,94.8,9.6,5.2,100,0,0,0,0,0,0,0,0,0,217,78,29,50,82,89,180,151,217,78,29,50,82,89,180,151,0,0,0,0,0,0,0,0,16.3,18.4,27.2,31.3,14.5,12.2,21.6,20.5,16.3,18.4,27.2,31.3,14.5,12.2,21.6,20.5,0,0,0,0,0,0,0,0,"(CONTRACTS OF 42,000 U.S. GALLONS) ",111659,NYME ,111
GASOLINE BLENDSTOCK (RBOB) - NEW YORK MERCANTILE EXCHANGE ,140218,2014-02-18,111659,NYME ,1,111,278668,89535,34440,29464,135088,199869,254087,263773,24581,14895,278668,89535,34440,29464,135088,199869,254087,263773,24581,14895,0,0,0,0,0,0,0,0,0,0,1314,7758,-6888,-1762,-4770,10821,1226,2171,88,-857,100,32.1,12.4,10.6,48.5,71.7,91.2,94.7,8.8,5.3,100,32.1,12.4,10.6,48.5,71.7,91.2,94.7,8.8,5.3,100,0,0,0,0,0,0,0,0,0,221,69,37,53,92,92,189,158,221,69,37,53,92,92,189,158,0,0,0,0,0,0,0,0,16.9,17.9,27.2,29.3,13.3,10.6,20.4,17.5,16.9,17.9,27.2,29.3,13.3,10.6,20.4,17.5,0,0,0,0,0,0,0,0,"(CONTRACTS OF 42,000 U.S. GALLONS) ",111659,NYME ,111
GASOLINE BLENDSTOCK (RBOB) - NEW YORK MERCANTILE EXCHANGE ,140211,2014-02-11,111659,NYME ,1,111,277354,81777,41328,31226,139858,189048,252861,261602,24493,15752,277354,81777,41328,31226,139858,189048,252861,261602,24493,15752,0,0,0,0,0,0,0,0,0,0,14057,-840,-931,2170,7495,15127,8825,16366,5232,-2309,100,29.5,14.9,11.3,50.4,68.2,91.2,94.3,8.8,5.7,100,29.5,14.9,11.3,50.4,68.2,91.2,94.3,8.8,5.7,100,0,0,0,0,0,0,0,0,0,211,60,40,53,83,91,170,159,211,60,40,53,83,91,170,159,0,0,0,0,0,0,0,0,16.6,17.6,26.8,28.2,13.8,8.9,20.4,15.9,16.6,17.6,26.8,28.2,13.8,8.9,20.4,15.9,0,0,0,0,0,0,0,0,"(CONTRACTS OF 42,000 U.S. GALLONS) ",111659,NYME ,111
GASOLINE BLENDSTOCK (RBOB) - NEW YORK MERCANTILE EXCHANGE ,140204,2014-02-04,111659,NYME ,1,111,263297,82617,42259,29056,132363,173921,244036,245236,19261,18061,263297,82617,42259,29056,132363,173921,244036,245236,19261,18061,0,0,0,0,0,0,0,0,0,0,-2714,-1399,1332,109,-1879,-5510,-3169,-4069,455,1355,100,31.4,16,11,50.3,66.1,92.7,93.1,7.3,6.9,100,31.4,16,11,50.3,66.1,92.7,93.1,7.3,6.9,100,0,0,0,0,0,0,0,0,0,203,54,40,50,75,90,151,161,203,54,40,50,75,90,151,161,0,0,0,0,0,0,0,0,16.3,16.8,27.3,27.7,14.8,8.2,21.4,14.8,16.3,16.8,27.3,27.7,14.8,8.2,21.4,14.8,0,0,0,0,0,0,0,0,"(CONTRACTS OF 42,000 U.S. GALLONS) ",111659,NYME ,111
GASOLINE BLENDSTOCK (RBOB) - NEW YORK MERCANTILE EXCHANGE ,140128,2014-01-28,111659,NYME ,1,111,266011,84016,40927,28947,134242,179431,247205,249305,18806,16706,266011,84016,40927,28947,134242,179431,247205,249305,18806,16706,0,0,0,0,0,0,0,0,0,0,1991,-1403,1067,1668,2845,-833,3110,1902,-1119,89,100,31.6,15.4,10.9,50.5,67.5,92.9,93.7,7.1,6.3,100,31.6,15.4,10.9,50.5,67.5,92.9,93.7,7.1,6.3,100,0,0,0,0,0,0,0,0,0,201,50,39,51,83,91,164,158,201,50,39,51,83,91,164,158,0,0,0,0,0,0,0,0,16.6,17.5,28.2,28.5,14.9,8.5,22,15.3,16.6,17.5,28.2,28.5,14.9,8.5,22,15.3,0,0,0,0,0,0,0,0,"(CONTRACTS OF 42,000 U.S. GALLONS) ",111659,NYME ,111
GASOLINE BLENDSTOCK (RBOB) - NEW YORK MERCANTILE EXCHANGE ,140121,2014-01-21,111659,NYME ,1,111,264020,85419,39860,27279,131397,180264,244095,247403,19925,16617,264020,85419,39860,27279,131397,180264,244095,247403,19925,16617,0,0,0,0,0,0,0,0,0,0,12180,-46,4805,-689,14258,8094,13523,12210,-1343,-30,100,32.4,15.1,10.3,49.8,68.3,92.5,93.7,7.5,6.3,100,32.4,15.1,10.3,49.8,68.3,92.5,93.7,7.5,6.3,100,0,0,0,0,0,0,0,0,0,200,55,39,52,80,89,163,159,200,55,39,52,80,89,163,159,0,0,0,0,0,0,0,0,16.9,17.6,27.8,28.9,14.7,9.2,22.6,15.4,16.9,17.6,27.8,28.9,14.7,9.2,22.6,15.4,0,0,0,0,0,0,0,0,"(CONTRACTS OF 42,000 U.S. GALLONS) ",111659,NYME ,111
GASOLINE BLENDSTOCK (RBOB) - NEW YORK MERCANTILE EXCHANGE ,140114,2014-01-14,111659,NYME ,1,111,251840,85465,35055,27968,117139,172170,230572,235193,21268,16647,251840,85465,35055,27968,117139,172170,230572,235193,21268,16647,0,0,0,0,0,0,0,0,0,0,16095,-2323,6689,1528,18492,4952,17697,13169,-1602,2926,100,33.9,13.9,11.1,46.5,68.4,91.6,93.4,8.4,6.6,100,33.9,13.9,11.1,46.5,68.4,91.6,93.4,8.4,6.6,100,0,0,0,0,0,0,0,0,0,196,51,38,48,73,88,153,153,196,51,38,48,73,88,153,153,0,0,0,0,0,0,0,0,15.7,17.2,26.9,29.4,15.2,10.3,24,17.7,15.7,17.2,26.9,29.4,15.2,10.3,24,17.7,0,0,0,0,0,0,0,0,"(CONTRACTS OF 42,000 U.S. GALLONS) ",111659,NYME ,111
GASOLINE BLENDSTOCK (RBOB) - NEW YORK MERCANTILE EXCHANGE ,140107,2014-01-07,111659,NYME ,1,111,235745,87788,28366,26440,98647,167218,212875,222024,22870,13721,235745,87788,28366,26440,98647,167218,212875,222024,22870,13721,0,0,0,0,0,0,0,0,0,0,-3480,-5525,-3002,2003,387,-5025,-3135,-6024,-345,2544,100,37.2,12,11.2,41.8,70.9,90.3,94.2,9.7,5.8,100,37.2,12,11.2,41.8,70.9,90.3,94.2,9.7,5.8,100,0,0,0,0,0,0,0,0,0,203,66,34,53,71,85,161,153,203,66,34,53,71,85,161,153,0,0,0,0,0,0,0,0,16.5,15.9,27.6,28.2,16.4,11.8,25.6,19.9,16.5,15.9,27.6,28.2,16.4,11.8,25.6,19.9,0,0,0,0,0,0,0,0,"(CONTRACTS OF 42,000 U.S. GALLONS) ",111659,NYME ,111
GASOLINE BLENDSTOCK (RBOB) - NEW YORK MERCANTILE EXCHANGE ,131231,2013-12-31,111659,NYME ,1,111,239225,93313,31368,24437,98260,172243,216010,228048,23215,11177,239225,93313,31368,24437,98260,172243,216010,228048,23215,11177,0,0,0,0,0,0,0,0,0,0,-15412,5661,-887,-5787,-14078,-5748,-14204,-12422,-1208,-2990,100,39,13.1,10.2,41.1,72,90.3,95.3,9.7,4.7,100,39,13.1,10.2,41.1,72,90.3,95.3,9.7,4.7,100,0,0,0,0,0,0,0,0,0,203,68,34,48,68,84,158,149,203,68,34,48,68,84,158,149,0,0,0,0,0,0,0,0,17.2,17.1,27.6,29.7,17.2,14.3,26,23.2,17.2,17.1,27.6,29.7,17.2,14.3,26,23.2,0,0,0,0,0,0,0,0,"(CONTRACTS OF 42,000 U.S. GALLONS) ",111659,NYME ,111
GASOLINE BLENDSTOCK (RBOB) - NEW YORK MERCANTILE EXCHANGE ,131224,2013-12-24,111659,NYME ,1,111,254637,87652,32255,30224,112338,177991,230214,240470,24423,14167,254637,87652,32255,30224,112338,177991,230214,240470,24423,14167,0,0,0,0,0,0,0,0,0,0,3527,6871,-814,895,-7349,3345,417,3426,3110,101,100,34.4,12.7,11.9,44.1,69.9,90.4,94.4,9.6,5.6,100,34.4,12.7,11.9,44.1,69.9,90.4,94.4,9.6,5.6,100,0,0,0,0,0,0,0,0,0,208,67,38,51,77,86,171,154,208,67,38,51,77,86,171,154,0,0,0,0,0,0,0,0,16.1,16,25.8,26.8,15.8,12.9,24.2,21.5,16.1,16,25.8,26.8,15.8,12.9,24.2,21.5,0,0,0,0,0,0,0,0,"(CONTRACTS OF 42,000 U.S. GALLONS) ",111659,NYME ,111
GASOLINE BLENDSTOCK (RBOB) - NEW YORK MERCANTILE EXCHANGE ,131217,2013-12-17,111659,NYME ,1,111,251110,80781,33069,29329,119687,174646,229797,237044,21313,14066,251110,80781,33069,29329,119687,174646,229797,237044,21313,14066,0,0,0,0,0,0,0,0,0,0,2412,-2876,-1243,3032,4319,933,4475,2722,-2063,-310,100,32.2,13.2,11.7,47.7,69.5,91.5,94.4,8.5,5.6,100,32.2,13.2,11.7,47.7,69.5,91.5,94.4,8.5,5.6,100,0,0,0,0,0,0,0,0,0,205,64,33,49,80,92,167,157,205,64,33,49,80,92,167,157,0,0,0,0,0,0,0,0,16.1,16.5,25.2,28.1,15.1,11.4,23.2,19.1,16.1,16.5,25.2,28.1,15.1,11.4,23.2,19.1,0,0,0,0,0,0,0,0,"(CONTRACTS OF 42,000 U.S. GALLONS) ",111659,NYME ,111
GASOLINE BLENDSTOCK (RBOB) - NEW YORK MERCANTILE EXCHANGE ,131210,2013-12-10,111659,NYME ,1,111,248698,83657,34312,26297,115368,173713,225322,234322,23376,14376,248698,83657,34312,26297,115368,173713,225322,234322,23376,14376,0,0,0,0,0,0,0,0,0,0,19934,2454,943,1449,14957,18076,18860,20468,1074,-534,100,33.6,13.8,10.6,46.4,69.8,90.6,94.2,9.4,5.8,100,33.6,13.8,10.6,46.4,69.8,90.6,94.2,9.4,5.8,100,0,0,0,0,0,0,0,0,0,207,68,39,46,75,87,165,150,207,68,39,46,75,87,165,150,0,0,0,0,0,0,0,0,16.2,17.8,26.8,29.5,16,12.3,24.5,20.5,16.2,17.8,26.8,29.5,16,12.3,24.5,20.5,0,0,0,0,0,0,0,0,"(CONTRACTS OF 42,000 U.S. GALLONS) ",111659,NYME ,111
GASOLINE BLENDSTOCK (RBOB) - NEW YORK MERCANTILE EXCHANGE ,131203,2013-12-03,111659,NYME ,1,111,228764,81203,33369,24848,100411,155637,206462,213854,22302,14910,228764,81203,33369,24848,100411,155637,206462,213854,22302,14910,0,0,0,0,0,0,0,0,0,0,-8265,2124,1055,-3197,-9765,-6627,-10838,-8769,2573,504,100,35.5,14.6,10.9,43.9,68,90.3,93.5,9.7,6.5,100,35.5,14.6,10.9,43.9,68,90.3,93.5,9.7,6.5,100,0,0,0,0,0,0,0,0,0,194,59,33,44,70,87,153,142,194,59,33,44,70,87,153,142,0,0,0,0,0,0,0,0,18.2,18.7,29.1,30.4,17.9,13.6,27.4,21.7,18.2,18.7,29.1,30.4,17.9,13.6,27.4,21.7,0,0,0,0,0,0,0,0,"(CONTRACTS OF 42,000 U.S. GALLONS) ",111659,NYME ,111
GASOLINE BLENDSTOCK (RBOB) - NEW YORK MERCANTILE EXCHANGE ,131126,2013-11-26,111659,NYME ,1,111,237029,79079,32314,28045,110176,162264,217300,222623,19729,14406,237029,79079,32314,28045,110176,162264,217300,222623,19729,14406,0,0,0,0,0,0,0,0,0,0,-16791,1968,-1539,-2716,-17676,-10715,-18424,-14970,1633,-1821,100,33.4,13.6,11.8,46.5,68.5,91.7,93.9,8.3,6.1,100,33.4,13.6,11.8,46.5,68.5,91.7,93.9,8.3,6.1,100,0,0,0,0,0,0,0,0,0,203,62,34,51,74,90,161,157,203,62,34,51,74,90,161,157,0,0,0,0,0,0,0,0,17.5,19,28.5,31.5,16.5,13.6,25.8,22.4,17.5,19,28.5,31.5,16.5,13.6,25.8,22.4,0,0,0,0,0,0,0,0,"(CONTRACTS OF 42,000 U.S. GALLONS) ",111659,NYME ,111
GASOLINE BLENDSTOCK (RBOB) - NEW YORK MERCANTILE EXCHANGE ,131119,2013-11-19,111659,NYME ,1,111,253820,77111,33853,30761,127852,172979,235724,237593,18096,16227,253820,77111,33853,30761,127852,172979,235724,237593,18096,16227,0,0,0,0,0,0,0,0,0,0,11074,3147,-765,2610,4173,9894,9930,11739,1144,-665,100,30.4,13.3,12.1,50.4,68.2,92.9,93.6,7.1,6.4,100,30.4,13.3,12.1,50.4,68.2,92.9,93.6,7.1,6.4,100,0,0,0,0,0,0,0,0,0,200,58,36,52,74,91,161,157,200,58,36,52,74,91,161,157,0,0,0,0,0,0,0,0,17.6,19.2,29.8,31.6,15.5,12.1,23.3,19.4,17.6,19.2,29.8,31.6,15.5,12.1,23.3,19.4,0,0,0,0,0,0,0,0,"(CONTRACTS OF 42,000 U.S. GALLONS) ",111659,NYME ,111
GASOLINE BLENDSTOCK (RBOB) - NEW YORK MERCANTILE EXCHANGE ,131112,2013-11-12,111659,NYME ,1,111,242746,73964,34618,28151,123679,163085,225794,225854,16952,16892,242746,73964,34618,28151,123679,163085,225794,225854,16952,16892,0,0,0,0,0,0,0,0,0,0,5639,431,-1147,118,5221,6912,5770,5883,-131,-244,100,30.5,14.3,11.6,50.9,67.2,93,93,7,7,100,30.5,14.3,11.6,50.9,67.2,93,93,7,7,100,0,0,0,0,0,0,0,0,0,206,56,39,53,76,88,161,159,206,56,39,53,76,88,161,159,0,0,0,0,0,0,0,0,18,19.6,30.3,31.8,16.3,12.6,24.7,19.7,18,19.6,30.3,31.8,16.3,12.6,24.7,19.7,0,0,0,0,0,0,0,0,"(CONTRACTS OF 42,000 U.S. GALLONS) ",111659,NYME ,111
GASOLINE BLENDSTOCK (RBOB) - NEW YORK MERCANTILE EXCHANGE ,131105,2013-11-05,111659,NYME ,1,111,237107,73533,35765,28033,118458,156173,220024,219971,17083,17136,237107,73533,35765,28033,118458,156173,220024,219971,17083,17136,0,0,0,0,0,0,0,0,0,0,12479,1877,5032,5835,3486,614,11198,11481,1281,998,100,31,15.1,11.8,50,65.9,92.8,92.8,7.2,7.2,100,31,15.1,11.8,50,65.9,92.8,92.8,7.2,7.2,100,0,0,0,0,0,0,0,0,0,211,55,46,51,76,92,158,165,211,55,46,51,76,92,158,165,0,0,0,0,0,0,0,0,17.9,16.9,29.8,29.2,17,12,26.1,19.3,17.9,16.9,29.8,29.2,17,12,26.1,19.3,0,0,0,0,0,0,0,0,"(CONTRACTS OF 42,000 U.S. GALLONS) ",111659,NYME ,111
GASOLINE BLENDSTOCK (RBOB) - NEW YORK MERCANTILE EXCHANGE ,131029,2013-10-29,111659,NYME ,1,111,224628,71656,30733,22198,114972,155559,208826,208490,15802,16138,224628,71656,30733,22198,114972,155559,208826,208490,15802,16138,0,0,0,0,0,0,0,0,0,0,-7487,1939,631,-1423,-6416,-6869,-5900,-7661,-1587,174,100,31.9,13.7,9.9,51.2,69.3,93,92.8,7,7.2,100,31.9,13.7,9.9,51.2,69.3,93,92.8,7,7.2,100,0,0,0,0,0,0,0,0,0,197,53,38,49,79,93,156,161,197,53,38,49,79,93,156,161,0,0,0,0,0,0,0,0,18.9,18.7,31.4,31,17.9,12.8,27.2,20.1,18.9,18.7,31.4,31,17.9,12.8,27.2,20.1,0,0,0,0,0,0,0,0,"(CONTRACTS OF 42,000 U.S. GALLONS) ",111659,NYME ,111
GASOLINE BLENDSTOCK (RBOB) - NEW YORK MERCANTILE EXCHANGE ,131022,2013-10-22,111659,NYME ,1,111,232115,69717,30102,23621,121388,162428,214726,216151,17389,15964,232115,69717,30102,23621,121388,162428,214726,216151,17389,15964,0,0,0,0,0,0,0,0,0,0,-8602,372,43,-1512,-8708,-7148,-9848,-8617,1246,15,100,30,13,10.2,52.3,70,92.5,93.1,7.5,6.9,100,30,13,10.2,52.3,70,92.5,93.1,7.5,6.9,100,0,0,0,0,0,0,0,0,0,200,54,38,48,78,94,154,163,200,54,38,48,78,94,154,163,0,0,0,0,0,0,0,0,20.6,19.4,31.7,31.3,17.5,12.9,26.2,20.1,20.6,19.4,31.7,31.3,17.5,12.9,26.2,20.1,0,0,0,0,0,0,0,0,"(CONTRACTS OF 42,000 U.S. GALLONS) ",111659,NYME ,111
GASOLINE BLENDSTOCK (RBOB) - NEW YORK MERCANTILE EXCHANGE ,131015,2013-10-15,111659,NYME ,1,111,240717,69345,30059,25133,130096,169576,224574,224768,16143,15949,240717,69345,30059,25133,130096,169576,224574,224768,16143,15949,0,0,0,0,0,0,0,0,0,0,9980,-2310,1572,4906,5694,4107,8290,10585,1690,-605,100,28.8,12.5,10.4,54,70.4,93.3,93.4,6.7,6.6,100,28.8,12.5,10.4,54,70.4,93.3,93.4,6.7,6.6,100,0,0,0,0,0,0,0,0,0,196,57,36,45,75,89,152,154,196,57,36,45,75,89,152,154,0,0,0,0,0,0,0,0,21.3,19.8,32.2,33.1,16.9,12.2,25.3,19.1,21.3,19.8,32.2,33.1,16.9,12.2,25.3,19.1,0,0,0,0,0,0,0,0,"(CONTRACTS OF 42,000 U.S. GALLONS) ",111659,NYME ,111
GASOLINE BLENDSTOCK (RBOB) - NEW YORK MERCANTILE EXCHANGE ,131008,2013-10-08,111659,NYME ,1,111,230737,71655,28487,20227,124402,165469,216284,214183,14453,16554,230737,71655,28487,20227,124402,165469,216284,214183,14453,16554,0,0,0,0,0,0,0,0,0,0,-4218,188,-1889,1772,-6034,-5399,-4074,-5516,-144,1298,100,31.1,12.3,8.8,53.9,71.7,93.7,92.8,6.3,7.2,100,31.1,12.3,8.8,53.9,71.7,93.7,92.8,6.3,7.2,100,0,0,0,0,0,0,0,0,0,196,58,33,49,71,90,150,156,196,58,33,49,71,90,150,156,0,0,0,0,0,0,0,0,20.3,20.9,32.2,35.1,17.7,13.6,26.6,21.3,20.3,20.9,32.2,35.1,17.7,13.6,26.6,21.3,0,0,0,0,0,0,0,0,"(CONTRACTS OF 42,000 U.S. GALLONS) ",111659,NYME ,111
GASOLINE BLENDSTOCK (RBOB) - NEW YORK MERCANTILE EXCHANGE ,131001,2013-10-01,111659,NYME ,1,111,234955,71467,30376,18455,130436,170868,220358,219699,14597,15256,234955,71467,30376,18455,130436,170868,220358,219699,14597,15256,0,0,0,0,0,0,0,0,0,0,-9555,-4771,-2434,-763,-1615,-4476,-7149,-7673,-2406,-1882,100,30.4,12.9,7.9,55.5,72.7,93.8,93.5,6.2,6.5,100,30.4,12.9,7.9,55.5,72.7,93.8,93.5,6.2,6.5,100,0,0,0,0,0,0,0,0,0,193,51,37,42,73,88,147,149,193,51,37,42,73,88,147,149,0,0,0,0,0,0,0,0,21,23.8,33.7,38.5,17.3,13.3,26.2,21.1,21,23.8,33.7,38.5,17.3,13.3,26.2,21.1,0,0,0,0,0,0,0,0,"(CONTRACTS OF 42,000 U.S. GALLONS) ",111659,NYME ,111
GASOLINE BLENDSTOCK (RBOB) - NEW YORK MERCANTILE EXCHANGE ,130924,2013-09-24,111659,NYME ,1,111,244510,76238,32810,19218,132051,175344,227507,227372,17003,17138,244510,76238,32810,19218,132051,175344,227507,227372,17003,17138,0,0,0,0,0,0,0,0,0,0,-22333,-7316,-4181,-6675,-7545,-12879,-21536,-23735,-797,1402,100,31.2,13.4,7.9,54,71.7,93,93,7,7,100,31.2,13.4,7.9,54,71.7,93,93,7,7,100,0,0,0,0,0,0,0,0,0,196,60,37,41,70,87,152,148,196,60,37,41,70,87,152,148,0,0,0,0,0,0,0,0,19.1,21.2,30.4,33.8,16.5,12.9,25,19.8,19.1,21.2,30.4,33.8,16.5,12.9,25,19.8,0,0,0,0,0,0,0,0,"(CONTRACTS OF 42,000 U.S. GALLONS) ",111659,NYME ,111
GASOLINE BLENDSTOCK (RBOB) - NEW YORK MERCANTILE EXCHANGE ,130917,2013-09-17,111659,NYME ,1,111,266843,83554,36991,25893,139596,188223,249043,251107,17800,15736,266843,83554,36991,25893,139596,188223,249043,251107,17800,15736,0,0,0,0,0,0,0,0,0,0,-11050,-12857,-2807,582,2100,-11092,-10175,-13317,-875,2267,100,31.3,13.9,9.7,52.3,70.5,93.3,94.1,6.7,5.9,100,31.3,13.9,9.7,52.3,70.5,93.3,94.1,6.7,5.9,100,0,0,0,0,0,0,0,0,0,204,62,37,46,71,92,155,158,204,62,37,46,71,92,155,158,0,0,0,0,0,0,0,0,19.4,21.8,30.1,34,15.2,12.9,23,19.5,19.4,21.8,30.1,34,15.2,12.9,23,19.5,0,0,0,0,0,0,0,0,"(CONTRACTS OF 42,000 U.S. GALLONS) ",111659,NYME ,111
GASOLINE BLENDSTOCK (RBOB) - NEW YORK MERCANTILE EXCHANGE ,130910,2013-09-10,111659,NYME ,1,111,277893,96411,39798,25311,137496,199315,259218,264424,18675,13469,277893,96411,39798,25311,137496,199315,259218,264424,18675,13469,0,0,0,0,0,0,0,0,0,0,-1326,-5462,-4261,1483,6131,136,2152,-2642,-3478,1316,100,34.7,14.3,9.1,49.5,71.7,93.3,95.2,6.7,4.8,100,34.7,14.3,9.1,49.5,71.7,93.3,95.2,6.7,4.8,100,0,0,0,0,0,0,0,0,0,211,64,42,42,72,87,156,154,211,64,42,42,72,87,156,154,0,0,0,0,0,0,0,0,18.9,22.3,31.3,35.5,14.7,13.2,23.2,20.1,18.9,22.3,31.3,35.5,14.7,13.2,23.2,20.1,0,0,0,0,0,0,0,0,"(CONTRACTS OF 42,000 U.S. GALLONS) ",111659,NYME ,111
GASOLINE BLENDSTOCK (RBOB) - NEW YORK MERCANTILE EXCHANGE ,130903,2013-09-03,111659,NYME ,1,111,279219,101873,44059,23828,131365,199179,257066,267066,22153,12153,279219,101873,44059,23828,131365,199179,257066,267066,22153,12153,0,0,0,0,0,0,0,0,0,0,1930,4245,760,-571,-151,3732,3523,3921,-1593,-1991,100,36.5,15.8,8.5,47,71.3,92.1,95.6,7.9,4.4,100,36.5,15.8,8.5,47,71.3,92.1,95.6,7.9,4.4,100,0,0,0,0,0,0,0,0,0,215,69,41,43,69,90,162,154,215,69,41,43,69,90,162,154,0,0,0,0,0,0,0,0,19.3,23.8,32.1,36.1,15.4,13.7,23.5,21.6,19.3,23.8,32.1,36.1,15.4,13.7,23.5,21.6,0,0,0,0,0,0,0,0,"(CONTRACTS OF 42,000 U.S. GALLONS) ",111659,NYME ,111
