Market and Exchange Names,As of Date in Form YYMMDD,As of Date in Form YYYY-MM-DD,CFTC Contract Market Code,CFTC Market Code in Initials,CFTC Region Code,CFTC Commodity Code,Open Interest (All),Noncommercial Positions-Long (All),Noncommercial Positions-Short (All),Noncommercial Positions-Spreading (All),Commercial Positions-Long (All),Commercial Positions-Short (All), Total Reportable Positions-Long (All),Total Reportable Positions-Short (All),Nonreportable Positions-Long (All),Nonreportable Positions-Short (All),Open Interest (Old),Noncommercial Positions-Long (Old),Noncommercial Positions-Short (Old),Noncommercial Positions-Spreading (Old),Commercial Positions-Long (Old),Commercial Positions-Short (Old),Total Reportable Positions-Long (Old),Total Reportable Positions-Short (Old),Nonreportable Positions-Long (Old),Nonreportable Positions-Short (Old),Open Interest (Other),Noncommercial Positions-Long (Other),Noncommercial Positions-Short (Other),Noncommercial Positions-Spreading (Other),Commercial Positions-Long (Other),Commercial Positions-Short (Other),Total Reportable Positions-Long (Other),Total Reportable Positions-Short (Other),Nonreportable Positions-Long (Other),Nonreportable Positions-Short (Other),Change in Open Interest (All),Change in Noncommercial-Long (All),Change in Noncommercial-Short (All),Change in Noncommercial-Spreading (All),Change in Commercial-Long (All),Change in Commercial-Short (All),Change in Total Reportable-Long (All),Change in Total Reportable-Short (All),Change in Nonreportable-Long (All),Change in Nonreportable-Short (All),% of Open Interest (OI) (All),% of OI-Noncommercial-Long (All),% of OI-Noncommercial-Short (All),% of OI-Noncommercial-Spreading (All),% of OI-Commercial-Long (All),% of OI-Commercial-Short (All),% of OI-Total Reportable-Long (All),% of OI-Total Reportable-Short (All),% of OI-Nonreportable-Long (All),% of OI-Nonreportable-Short (All),% of Open Interest (OI)(Old),% of OI-Noncommercial-Long (Old),% of OI-Noncommercial-Short (Old),% of OI-Noncommercial-Spreading (Old),% of OI-Commercial-Long (Old),% of OI-Commercial-Short (Old),% of OI-Total Reportable-Long (Old),% of OI-Total Reportable-Short (Old),% of OI-Nonreportable-Long (Old),% of OI-Nonreportable-Short (Old),% of Open Interest (OI) (Other),% of OI-Noncommercial-Long (Other),% of OI-Noncommercial-Short (Other),% of OI-Noncommercial-Spreading (Other),% of OI-Commercial-Long (Other),% of OI-Commercial-Short (Other),% of OI-Total Reportable-Long (Other),% of OI-Total Reportable-Short (Other),% of OI-Nonreportable-Long (Other),% of OI-Nonreportable-Short (Other),Traders-Total (All),Traders-Noncommercial-Long (All),Traders-Noncommercial-Short (All),Traders-Noncommercial-Spreading (All),Traders-Commercial-Long (All),Traders-Commercial-Short (All),Traders-Total Reportable-Long (All),Traders-Total Reportable-Short (All),Traders-Total (Old),Traders-Noncommercial-Long (Old),Traders-Noncommercial-Short (Old),Traders-Noncommercial-Spreading (Old),Traders-Commercial-Long (Old),Traders-Commercial-Short (Old),Traders-Total Reportable-Long (Old),Traders-Total Reportable-Short (Old),Traders-Total (Other),Traders-Noncommercial-Long (Other),Traders-Noncommercial-Short (Other),Traders-Noncommercial-Spreading (Other),Traders-Commercial-Long (Other),Traders-Commercial-Short (Other),Traders-Total Reportable-Long (Other),Traders-Total Reportable-Short (Other),Concentration-Gross LT = 4 TDR-Long (All),Concentration-Gross LT =4 TDR-Short (All),Concentration-Gross LT =8 TDR-Long (All),Concentration-Gross LT =8 TDR-Short (All),Concentration-Net LT =4 TDR-Long (All),Concentration-Net LT =4 TDR-Short (All),Concentration-Net LT =8 TDR-Long (All),Concentration-Net LT =8 TDR-Short (All),Concentration-Gross LT =4 TDR-Long (Old),Concentration-Gross LT =4 TDR-Short (Old),Concentration-Gross LT =8 TDR-Long (Old),Concentration-Gross LT =8 TDR-Short (Old),Concentration-Net LT =4 TDR-Long (Old),Concentration-Net LT =4 TDR-Short (Old),Concentration-Net LT =8 TDR-Long (Old),Concentration-Net LT =8 TDR-Short (Old),Concentration-Gross LT =4 TDR-Long (Other),Concentration-Gross LT =4 TDR-Short(Other),Concentration-Gross LT =8 TDR-Long (Other),Concentration-Gross LT =8 TDR-Short(Other),Concentration-Net LT =4 TDR-Long (Other),Concentration-Net LT =4 TDR-Short (Other),Concentration-Net LT =8 TDR-Long (Other),Concentration-Net LT =8 TDR-Short (Other),Contract Units,CFTC Contract Market Code (Quotes),CFTC Market Code in Initials (Quotes),CFTC Commodity Code (Quotes)
GASOLINE BLENDSTOCK (RBOB) - NEW YORK MERCANTILE EXCHANGE,210803,2021-08-03,111659,NYME,1,111,349518,92170,52165,69446,165548,215217,327164,336828,22354,12690,349518,92170,52165,69446,165548,215217,327164,336828,22354,12690,0,0,0,0,0,0,0,0,0,0,1984,4773,1119,809,-3759,1414,1823,3342,161,-1358,100,26.4,14.9,19.9,47.4,61.6,93.6,96.4,6.4,3.6,100,26.4,14.9,19.9,47.4,61.6,93.6,96.4,6.4,3.6,0,0,0,0,0,0,0,0,0,0,263,93,39,79,89,108,217,201,263,93,39,79,89,108,217,201,0,0,0,0,0,0,0,0,15.9,20.7,27,31.6,11.6,12.1,18.3,18.6,15.9,20.7,27,31.6,11.6,12.1,18.3,18.6,0,0,0,0,0,0,0,0,"(CONTRACTS OF 42,000 U.S. GALLONS)",111659,NYME,111
GASOLINE BLENDSTOCK (RBOB) - NEW YORK MERCANTILE EXCHANGE,210727,2021-07-27,111659,NYME,1,111,347534,87397,51046,68637,169307,213803,325341,333486,22193,14048,347534,87397,51046,68637,169307,213803,325341,333486,22193,14048,0,0,0,0,0,0,0,0,0,0,-24027,10678,3664,-10137,-23430,-15974,-22889,-22447,-1138,-1580,100,25.1,14.7,19.7,48.7,61.5,93.6,96,6.4,4,100,25.1,14.7,19.7,48.7,61.5,93.6,96,6.4,4,0,0,0,0,0,0,0,0,0,0,260,90,42,81,92,106,225,198,260,90,42,81,92,106,225,198,0,0,0,0,0,0,0,0,16.7,19.8,27.1,31.5,11.1,10.5,17.7,17.2,16.7,19.8,27.1,31.5,11.1,10.5,17.7,17.2,0,0,0,0,0,0,0,0,"(CONTRACTS OF 42,000 U.S. GALLONS)",111659,NYME,111
GASOLINE BLENDSTOCK (RBOB) - NEW YORK MERCANTILE EXCHANGE,210720,2021-07-20,111659,NYME,1,111,371561,76719,47382,78774,192737,229777,348230,355933,23331,15628,371561,76719,47382,78774,192737,229777,348230,355933,23331,15628,0,0,0,0,0,0,0,0,0,0,6009,-16829,2404,978,23021,511,7170,3893,-1161,2116,100,20.6,12.8,21.2,51.9,61.8,93.7,95.8,6.3,4.2,100,20.6,12.8,21.2,51.9,61.8,93.7,95.8,6.3,4.2,0,0,0,0,0,0,0,0,0,0,256,79,45,81,99,109,220,204,256,79,45,81,99,109,220,204,0,0,0,0,0,0,0,0,16.7,19.2,26.2,29.7,10.2,9.2,16.6,15.1,16.7,19.2,26.2,29.7,10.2,9.2,16.6,15.1,0,0,0,0,0,0,0,0,"(CONTRACTS OF 42,000 U.S. GALLONS)",111659,NYME,111
GASOLINE BLENDSTOCK (RBOB) - NEW YORK MERCANTILE EXCHANGE,210713,2021-07-13,111659,NYME,1,111,365552,93548,44978,77796,169716,229266,341060,352040,24492,13512,365552,93548,44978,77796,169716,229266,341060,352040,24492,13512,0,0,0,0,0,0,0,0,0,0,-6968,3366,5213,-14831,2567,3407,-8898,-6211,1930,-757,100,25.6,12.3,21.3,46.4,62.7,93.3,96.3,6.7,3.7,100,25.6,12.3,21.3,46.4,62.7,93.3,96.3,6.7,3.7,0,0,0,0,0,0,0,0,0,0,266,90,38,76,102,114,227,204,266,90,38,76,102,114,227,204,0,0,0,0,0,0,0,0,14.7,17.6,23.9,29.2,10.4,10.8,17,17.5,14.7,17.6,23.9,29.2,10.4,10.8,17,17.5,0,0,0,0,0,0,0,0,"(CONTRACTS OF 42,000 U.S. GALLONS)",111659,NYME,111
GASOLINE BLENDSTOCK (RBOB) - NEW YORK MERCANTILE EXCHANGE,210706,2021-07-06,111659,NYME,1,111,372520,90182,39765,92627,167149,225859,349958,358251,22562,14269,372520,90182,39765,92627,167149,225859,349958,358251,22562,14269,0,0,0,0,0,0,0,0,0,0,-10794,-13374,68,11073,-8476,-23911,-10777,-12770,-17,1976,100,24.2,10.7,24.9,44.9,60.6,93.9,96.2,6.1,3.8,100,24.2,10.7,24.9,44.9,60.6,93.9,96.2,6.1,3.8,0,0,0,0,0,0,0,0,0,0,265,96,36,82,97,112,225,208,265,96,36,82,97,112,225,208,0,0,0,0,0,0,0,0,15,16.7,23.8,28,10.2,10.8,17,16.8,15,16.7,23.8,28,10.2,10.8,17,16.8,0,0,0,0,0,0,0,0,"(CONTRACTS OF 42,000 U.S. GALLONS)",111659,NYME,111
GASOLINE BLENDSTOCK (RBOB) - NEW YORK MERCANTILE EXCHANGE,210629,2021-06-29,111659,NYME,1,111,383314,103556,39697,81554,175625,249770,360735,371021,22579,12293,383314,103556,39697,81554,175625,249770,360735,371021,22579,12293,0,0,0,0,0,0,0,0,0,0,-36779,7210,-91,-4776,-37652,-30326,-35218,-35193,-1561,-1586,100,27,10.4,21.3,45.8,65.2,94.1,96.8,5.9,3.2,100,27,10.4,21.3,45.8,65.2,94.1,96.8,5.9,3.2,0,0,0,0,0,0,0,0,0,0,268,95,41,81,92,113,224,208,268,95,41,81,92,113,224,208,0,0,0,0,0,0,0,0,14.9,18,24.9,29.3,10.2,11.7,17.2,17.9,14.9,18,24.9,29.3,10.2,11.7,17.2,17.9,0,0,0,0,0,0,0,0,"(CONTRACTS OF 42,000 U.S. GALLONS)",111659,NYME,111
GASOLINE BLENDSTOCK (RBOB) - NEW YORK MERCANTILE EXCHANGE,210622,2021-06-22,111659,NYME,1,111,420093,96346,39788,86330,213277,280096,395953,406214,24140,13879,420093,96346,39788,86330,213277,280096,395953,406214,24140,13879,0,0,0,0,0,0,0,0,0,0,-23276,3170,-4745,325,-26773,-18258,-23278,-22678,2,-598,100,22.9,9.5,20.6,50.8,66.7,94.3,96.7,5.7,3.3,100,22.9,9.5,20.6,50.8,66.7,94.3,96.7,5.7,3.3,0,0,0,0,0,0,0,0,0,0,273,96,40,83,98,116,231,215,273,96,40,83,98,116,231,215,0,0,0,0,0,0,0,0,15.1,16.9,24.1,28.7,9.2,9,14.8,13.9,15.1,16.9,24.1,28.7,9.2,9,14.8,13.9,0,0,0,0,0,0,0,0,"(CONTRACTS OF 42,000 U.S. GALLONS)",111659,NYME,111
GASOLINE BLENDSTOCK (RBOB) - NEW YORK MERCANTILE EXCHANGE,210615,2021-06-15,111659,NYME,1,111,443369,93176,44533,86005,240050,298354,419231,428892,24138,14477,443369,93176,44533,86005,240050,298354,419231,428892,24138,14477,0,0,0,0,0,0,0,0,0,0,15689,-4980,129,1773,20791,12996,17584,14898,-1895,791,100,21,10,19.4,54.1,67.3,94.6,96.7,5.4,3.3,100,21,10,19.4,54.1,67.3,94.6,96.7,5.4,3.3,0,0,0,0,0,0,0,0,0,0,274,89,48,83,101,118,232,217,274,89,48,83,101,118,232,217,0,0,0,0,0,0,0,0,17,17.7,27.3,28.8,8.8,8.3,13.9,12.9,17,17.7,27.3,28.8,8.8,8.3,13.9,12.9,0,0,0,0,0,0,0,0,"(CONTRACTS OF 42,000 U.S. GALLONS)",111659,NYME,111
GASOLINE BLENDSTOCK (RBOB) - NEW YORK MERCANTILE EXCHANGE,210608,2021-06-08,111659,NYME,1,111,427680,98156,44404,84232,219259,285358,401647,413994,26033,13686,427680,98156,44404,84232,219259,285358,401647,413994,26033,13686,0,0,0,0,0,0,0,0,0,0,18201,-347,1576,-3316,18626,19522,14963,17782,3238,419,100,23,10.4,19.7,51.3,66.7,93.9,96.8,6.1,3.2,100,23,10.4,19.7,51.3,66.7,93.9,96.8,6.1,3.2,0,0,0,0,0,0,0,0,0,0,261,90,39,76,98,109,226,197,261,90,39,76,98,109,226,197,0,0,0,0,0,0,0,0,16.4,19.2,26.5,29.4,9,9.7,15,14.9,16.4,19.2,26.5,29.4,9,9.7,15,14.9,0,0,0,0,0,0,0,0,"(CONTRACTS OF 42,000 U.S. GALLONS)",111659,NYME,111
GASOLINE BLENDSTOCK (RBOB) - NEW YORK MERCANTILE EXCHANGE,210601,2021-06-01,111659,NYME,1,111,409479,98503,42828,87548,200633,265836,386684,396212,22795,13267,409479,98503,42828,87548,200633,265836,386684,396212,22795,13267,0,0,0,0,0,0,0,0,0,0,23585,1608,-699,6421,15659,18359,23688,24081,-103,-496,100,24.1,10.5,21.4,49,64.9,94.4,96.8,5.6,3.2,100,24.1,10.5,21.4,49,64.9,94.4,96.8,5.6,3.2,0,0,0,0,0,0,0,0,0,0,265,97,31,76,98,113,227,199,265,97,31,76,98,113,227,199,0,0,0,0,0,0,0,0,13.7,18.2,23.9,27.9,9.4,10.1,15.7,15.5,13.7,18.2,23.9,27.9,9.4,10.1,15.7,15.5,0,0,0,0,0,0,0,0,"(CONTRACTS OF 42,000 U.S. GALLONS)",111659,NYME,111
GASOLINE BLENDSTOCK (RBOB) - NEW YORK MERCANTILE EXCHANGE,210525,2021-05-25,111659,NYME,1,111,385894,96895,43527,81127,184974,247477,362996,372131,22898,13763,385894,96895,43527,81127,184974,247477,362996,372131,22898,13763,0,0,0,0,0,0,0,0,0,0,-23123,-2238,1787,-1429,-17329,-24045,-20996,-23687,-2127,564,100,25.1,11.3,21,47.9,64.1,94.1,96.4,5.9,3.6,100,25.1,11.3,21,47.9,64.1,94.1,96.4,5.9,3.6,0,0,0,0,0,0,0,0,0,0,268,92,40,85,97,116,232,212,268,92,40,85,97,116,232,212,0,0,0,0,0,0,0,0,12.9,15.6,22.2,25.8,9.9,10.6,16.7,16.3,12.9,15.6,22.2,25.8,9.9,10.6,16.7,16.3,0,0,0,0,0,0,0,0,"(CONTRACTS OF 42,000 U.S. GALLONS)",111659,NYME,111
GASOLINE BLENDSTOCK (RBOB) - NEW YORK MERCANTILE EXCHANGE,210518,2021-05-18,111659,NYME,1,111,409017,99133,41740,82556,202303,271522,383992,395818,25025,13199,409017,99133,41740,82556,202303,271522,383992,395818,25025,13199,0,0,0,0,0,0,0,0,0,0,17752,-13,-925,1330,18297,18476,19614,18881,-1862,-1129,100,24.2,10.2,20.2,49.5,66.4,93.9,96.8,6.1,3.2,100,24.2,10.2,20.2,49.5,66.4,93.9,96.8,6.1,3.2,0,0,0,0,0,0,0,0,0,0,270,97,33,80,100,120,231,210,270,97,33,80,100,120,231,210,0,0,0,0,0,0,0,0,12.5,14.2,21.7,24,9.6,10.2,15.7,15.9,12.5,14.2,21.7,24,9.6,10.2,15.7,15.9,0,0,0,0,0,0,0,0,"(CONTRACTS OF 42,000 U.S. GALLONS)",111659,NYME,111
GASOLINE BLENDSTOCK (RBOB) - NEW YORK MERCANTILE EXCHANGE,210511,2021-05-11,111659,NYME,1,111,391265,99146,42665,81226,184006,253046,364378,376937,26887,14328,391265,99146,42665,81226,184006,253046,364378,376937,26887,14328,0,0,0,0,0,0,0,0,0,0,19773,-1807,1707,-921,18093,17335,15365,18121,4408,1652,100,25.3,10.9,20.8,47,64.7,93.1,96.3,6.9,3.7,100,25.3,10.9,20.8,47,64.7,93.1,96.3,6.9,3.7,0,0,0,0,0,0,0,0,0,0,265,99,35,81,94,110,227,202,265,99,35,81,94,110,227,202,0,0,0,0,0,0,0,0,12.2,15.8,21.8,25.8,10.1,10.4,15.8,16.6,12.2,15.8,21.8,25.8,10.1,10.4,15.8,16.6,0,0,0,0,0,0,0,0,"(CONTRACTS OF 42,000 U.S. GALLONS)",111659,NYME,111
GASOLINE BLENDSTOCK (RBOB) - NEW YORK MERCANTILE EXCHANGE,210504,2021-05-04,111659,NYME,1,111,371492,100953,40958,82147,165913,235711,349013,358816,22479,12676,371492,100953,40958,82147,165913,235711,349013,358816,22479,12676,0,0,0,0,0,0,0,0,0,0,-4869,5433,-2657,1108,-11277,-2693,-4736,-4242,-133,-627,100,27.2,11,22.1,44.7,63.4,93.9,96.6,6.1,3.4,100,27.2,11,22.1,44.7,63.4,93.9,96.6,6.1,3.4,0,0,0,0,0,0,0,0,0,0,276,105,33,79,98,113,237,203,276,105,33,79,98,113,237,203,0,0,0,0,0,0,0,0,12.5,15.6,21.2,26.3,10.2,10.8,16.4,17.6,12.5,15.6,21.2,26.3,10.2,10.8,16.4,17.6,0,0,0,0,0,0,0,0,"(CONTRACTS OF 42,000 U.S. GALLONS)",111659,NYME,111
GASOLINE BLENDSTOCK (RBOB) - NEW YORK MERCANTILE EXCHANGE,210427,2021-04-27,111659,NYME,1,111,376361,95520,43615,81039,177190,238404,353749,363058,22612,13303,376361,95520,43615,81039,177190,238404,353749,363058,22612,13303,0,0,0,0,0,0,0,0,0,0,-12355,2466,-1418,-5983,-5904,-3545,-9421,-10946,-2934,-1409,100,25.4,11.6,21.5,47.1,63.3,94,96.5,6,3.5,100,25.4,11.6,21.5,47.1,63.3,94,96.5,6,3.5,0,0,0,0,0,0,0,0,0,0,264,93,37,82,103,114,233,207,264,93,37,82,103,114,233,207,0,0,0,0,0,0,0,0,11.5,14.5,19.8,24.7,10,10.2,16.4,15.8,11.5,14.5,19.8,24.7,10,10.2,16.4,15.8,0,0,0,0,0,0,0,0,"(CONTRACTS OF 42,000 U.S. GALLONS)",111659,NYME,111
GASOLINE BLENDSTOCK (RBOB) - NEW YORK MERCANTILE EXCHANGE,210420,2021-04-20,111659,NYME,1,111,388716,93054,45033,87022,183094,241949,363170,374004,25546,14712,388716,93054,45033,87022,183094,241949,363170,374004,25546,14712,0,0,0,0,0,0,0,0,0,0,12288,832,-5155,12472,-1593,4849,11711,12166,577,122,100,23.9,11.6,22.4,47.1,62.2,93.4,96.2,6.6,3.8,100,23.9,11.6,22.4,47.1,62.2,93.4,96.2,6.6,3.8,0,0,0,0,0,0,0,0,0,0,257,88,42,75,98,110,226,195,257,88,42,75,98,110,226,195,0,0,0,0,0,0,0,0,12.4,14.7,20.2,25.2,9.2,10.4,15.1,15.8,12.4,14.7,20.2,25.2,9.2,10.4,15.1,15.8,0,0,0,0,0,0,0,0,"(CONTRACTS OF 42,000 U.S. GALLONS)",111659,NYME,111
GASOLINE BLENDSTOCK (RBOB) - NEW YORK MERCANTILE EXCHANGE,210413,2021-04-13,111659,NYME,1,111,376428,92222,50188,74550,184687,237100,351459,361838,24969,14590,376428,92222,50188,74550,184687,237100,351459,361838,24969,14590,0,0,0,0,0,0,0,0,0,0,8810,-7501,-215,8180,7237,-925,7916,7040,894,1770,100,24.5,13.3,19.8,49.1,63,93.4,96.1,6.6,3.9,100,24.5,13.3,19.8,49.1,63,93.4,96.1,6.6,3.9,0,0,0,0,0,0,0,0,0,0,265,94,37,74,105,111,237,194,265,94,37,74,105,111,237,194,0,0,0,0,0,0,0,0,12.9,14.8,20.5,26,9.6,9.6,15.6,15.3,12.9,14.8,20.5,26,9.6,9.6,15.6,15.3,0,0,0,0,0,0,0,0,"(CONTRACTS OF 42,000 U.S. GALLONS)",111659,NYME,111
GASOLINE BLENDSTOCK (RBOB) - NEW YORK MERCANTILE EXCHANGE,210406,2021-04-06,111659,NYME,1,111,367618,99723,50403,66370,177450,238025,343543,354798,24075,12820,367618,99723,50403,66370,177450,238025,343543,354798,24075,12820,0,0,0,0,0,0,0,0,0,0,-3619,269,-1122,1751,-5724,-3865,-3704,-3236,85,-383,100,27.1,13.7,18.1,48.3,64.7,93.5,96.5,6.5,3.5,100,27.1,13.7,18.1,48.3,64.7,93.5,96.5,6.5,3.5,0,0,0,0,0,0,0,0,0,0,253,93,35,73,90,106,219,187,253,93,35,73,90,106,219,187,0,0,0,0,0,0,0,0,12.9,17.8,20.9,28.7,10,10.2,16.3,17.2,12.9,17.8,20.9,28.7,10,10.2,16.3,17.2,0,0,0,0,0,0,0,0,"(CONTRACTS OF 42,000 U.S. GALLONS)",111659,NYME,111
GASOLINE BLENDSTOCK (RBOB) - NEW YORK MERCANTILE EXCHANGE,210330,2021-03-30,111659,NYME,1,111,371237,99454,51525,64619,183174,241890,347247,358034,23990,13203,371237,99454,51525,64619,183174,241890,347247,358034,23990,13203,0,0,0,0,0,0,0,0,0,0,-18778,-7240,-7096,-5134,-5272,-6195,-17646,-18425,-1132,-353,100,26.8,13.9,17.4,49.3,65.2,93.5,96.4,6.5,3.6,100,26.8,13.9,17.4,49.3,65.2,93.5,96.4,6.5,3.6,0,0,0,0,0,0,0,0,0,0,245,88,30,69,90,109,208,185,245,88,30,69,90,109,208,185,0,0,0,0,0,0,0,0,14.3,18,22.5,28.8,10.3,9.7,16.8,17.5,14.3,18,22.5,28.8,10.3,9.7,16.8,17.5,0,0,0,0,0,0,0,0,"(CONTRACTS OF 42,000 U.S. GALLONS)",111659,NYME,111
GASOLINE BLENDSTOCK (RBOB) - NEW YORK MERCANTILE EXCHANGE,210323,2021-03-23,111659,NYME,1,111,390015,106694,58621,69753,188446,248085,364893,376459,25122,13556,390015,106694,58621,69753,188446,248085,364893,376459,25122,13556,0,0,0,0,0,0,0,0,0,0,-30665,-8382,-7760,-5710,-14127,-16288,-28219,-29758,-2446,-907,100,27.4,15,17.9,48.3,63.6,93.6,96.5,6.4,3.5,100,27.4,15,17.9,48.3,63.6,93.6,96.5,6.4,3.5,0,0,0,0,0,0,0,0,0,0,260,96,36,78,101,109,231,197,260,96,36,78,101,109,231,197,0,0,0,0,0,0,0,0,12.8,16.9,20.9,26.9,9.7,9.5,15.9,17,12.8,16.9,20.9,26.9,9.7,9.5,15.9,17,0,0,0,0,0,0,0,0,"(CONTRACTS OF 42,000 U.S. GALLONS)",111659,NYME,111
GASOLINE BLENDSTOCK (RBOB) - NEW YORK MERCANTILE EXCHANGE,210316,2021-03-16,111659,NYME,1,111,420680,115076,66381,75463,202573,264373,393112,406217,27568,14463,420680,115076,66381,75463,202573,264373,393112,406217,27568,14463,0,0,0,0,0,0,0,0,0,0,5935,6110,4752,1249,-2706,-619,4653,5382,1282,553,100,27.4,15.8,17.9,48.2,62.8,93.4,96.6,6.6,3.4,100,27.4,15.8,17.9,48.2,62.8,93.4,96.6,6.6,3.4,0,0,0,0,0,0,0,0,0,0,263,99,33,76,100,111,229,197,263,99,33,76,100,111,229,197,0,0,0,0,0,0,0,0,11.9,16.8,19.6,27.5,8.9,9.1,15,16.7,11.9,16.8,19.6,27.5,8.9,9.1,15,16.7,0,0,0,0,0,0,0,0,"(CONTRACTS OF 42,000 U.S. GALLONS)",111659,NYME,111
GASOLINE BLENDSTOCK (RBOB) - NEW YORK MERCANTILE EXCHANGE,210309,2021-03-09,111659,NYME,1,111,414745,108966,61629,74214,205279,264992,388459,400835,26286,13910,414745,108966,61629,74214,205279,264992,388459,400835,26286,13910,0,0,0,0,0,0,0,0,0,0,4882,5758,1309,3010,-5840,-448,2928,3871,1954,1011,100,26.3,14.9,17.9,49.5,63.9,93.7,96.6,6.3,3.4,100,26.3,14.9,17.9,49.5,63.9,93.7,96.6,6.3,3.4,0,0,0,0,0,0,0,0,0,0,262,96,35,75,95,109,226,196,262,96,35,75,95,109,226,196,0,0,0,0,0,0,0,0,12,15.7,20.2,26.4,9.3,9.1,15.1,16.1,12,15.7,20.2,26.4,9.3,9.1,15.1,16.1,0,0,0,0,0,0,0,0,"(CONTRACTS OF 42,000 U.S. GALLONS)",111659,NYME,111
GASOLINE BLENDSTOCK (RBOB) - NEW YORK MERCANTILE EXCHANGE,210302,2021-03-02,111659,NYME,1,111,409863,103208,60320,71204,211119,265440,385531,396964,24332,12899,409863,103208,60320,71204,211119,265440,385531,396964,24332,12899,0,0,0,0,0,0,0,0,0,0,-8901,2280,7293,269,-10128,-16601,-7579,-9039,-1322,138,100,25.2,14.7,17.4,51.5,64.8,94.1,96.9,5.9,3.1,100,25.2,14.7,17.4,51.5,64.8,94.1,96.9,5.9,3.1,0,0,0,0,0,0,0,0,0,0,263,96,37,82,97,109,228,203,263,96,37,82,97,109,228,203,0,0,0,0,0,0,0,0,15.4,17,23.4,28.5,9.2,8.4,14.8,14.5,15.4,17,23.4,28.5,9.2,8.4,14.8,14.5,0,0,0,0,0,0,0,0,"(CONTRACTS OF 42,000 U.S. GALLONS)",111659,NYME,111
GASOLINE BLENDSTOCK (RBOB) - NEW YORK MERCANTILE EXCHANGE,210223,2021-02-23,111659,NYME,1,111,418764,100928,53027,70935,221247,282041,393110,406003,25654,12761,418764,100928,53027,70935,221247,282041,393110,406003,25654,12761,0,0,0,0,0,0,0,0,0,0,-7799,-10839,2743,-5394,7752,-3145,-8481,-5796,682,-2003,100,24.1,12.7,16.9,52.8,67.4,93.9,97,6.1,3,100,24.1,12.7,16.9,52.8,67.4,93.9,97,6.1,3,0,0,0,0,0,0,0,0,0,0,262,97,41,82,94,106,229,200,262,97,41,82,94,106,229,200,0,0,0,0,0,0,0,0,15.9,17.9,24.1,29.9,9.5,11.1,15.5,16.7,15.9,17.9,24.1,29.9,9.5,11.1,15.5,16.7,0,0,0,0,0,0,0,0,"(CONTRACTS OF 42,000 U.S. GALLONS)",111659,NYME,111
GASOLINE BLENDSTOCK (RBOB) - NEW YORK MERCANTILE EXCHANGE,210216,2021-02-16,111659,NYME,1,111,426563,111767,50284,76329,213495,285186,401591,411799,24972,14764,426563,111767,50284,76329,213495,285186,401591,411799,24972,14764,0,0,0,0,0,0,0,0,0,0,11416,1950,10135,2719,9805,-245,14474,12609,-3058,-1193,100,26.2,11.8,17.9,50,66.9,94.1,96.5,5.9,3.5,100,26.2,11.8,17.9,50,66.9,94.1,96.5,5.9,3.5,0,0,0,0,0,0,0,0,0,0,266,101,40,85,96,107,237,201,266,101,40,85,96,107,237,201,0,0,0,0,0,0,0,0,14.2,17.8,21.8,28.1,9.5,9.1,15.3,14.5,14.2,17.8,21.8,28.1,9.5,9.1,15.3,14.5,0,0,0,0,0,0,0,0,"(CONTRACTS OF 42,000 U.S. GALLONS)",111659,NYME,111
GASOLINE BLENDSTOCK (RBOB) - NEW YORK MERCANTILE EXCHANGE,210209,2021-02-09,111659,NYME,1,111,415147,109817,40149,73610,203690,285431,387117,399190,28030,15957,415147,109817,40149,73610,203690,285431,387117,399190,28030,15957,0,0,0,0,0,0,0,0,0,0,9351,-974,-829,-5812,16256,17061,9470,10420,-119,-1069,100,26.5,9.7,17.7,49.1,68.8,93.2,96.2,6.8,3.8,100,26.5,9.7,17.7,49.1,68.8,93.2,96.2,6.8,3.8,0,0,0,0,0,0,0,0,0,0,259,96,42,77,90,108,223,194,259,96,42,77,90,108,223,194,0,0,0,0,0,0,0,0,14.3,18.8,22.3,29.3,9.9,10.5,15.7,15.9,14.3,18.8,22.3,29.3,9.9,10.5,15.7,15.9,0,0,0,0,0,0,0,0,"(CONTRACTS OF 42,000 U.S. GALLONS)",111659,NYME,111
GASOLINE BLENDSTOCK (RBOB) - NEW YORK MERCANTILE EXCHANGE,210202,2021-02-02,111659,NYME,1,111,405796,110791,40978,79422,187434,268370,377647,388770,28149,17026,405796,110791,40978,79422,187434,268370,377647,388770,28149,17026,0,0,0,0,0,0,0,0,0,0,-21674,-18415,338,3580,-7428,-26889,-22263,-22971,589,1297,100,27.3,10.1,19.6,46.2,66.1,93.1,95.8,6.9,4.2,100,27.3,10.1,19.6,46.2,66.1,93.1,95.8,6.9,4.2,0,0,0,0,0,0,0,0,0,0,259,93,40,76,88,106,218,193,259,93,40,76,88,106,218,193,0,0,0,0,0,0,0,0,12.8,15.7,20.4,26.4,9.8,9.7,15.2,15.2,12.8,15.7,20.4,26.4,9.8,9.7,15.2,15.2,0,0,0,0,0,0,0,0,"(CONTRACTS OF 42,000 U.S. GALLONS)",111659,NYME,111
