z,Close,Symbol,PositionRisk,PositionChange,Position,PositionUnrounded,PositionPrevious,Trading,Buffer,RequiredTrade,PositionOptimal,PositionMax,Forecast,ForecastSkew,ForecastCarry,ForecastTrend,Return,Volatility,FX,Weight,Product,ContractSize,PositionMin,PositionTick,Spread,Commission,RiskAdjCost,M,multiple_EMA,multiple_DC,HoldingCostLong,HoldingCostShort,InstCapital,Exposure
2024-07-24,17396.3,hs,767.77,0,-1.8856,-1.8856,-1.8856,FALSE,0.358090111497593,-0.355553036095466,-2.24115303609547,2.86472089198074,-15.6465716598721,-17.1401974785289,-5.83826240305396,-9.37286560570463,-0.004364953142881,0.198410917500738,8.47695,0.052631578947369,Index,1,0.1,1e-4,5,0,0.001448596896587,1,-3.7592907775293,-5.61357482817534,-0.076335,0.016335,2592.1052631579,2939.47375253862
2024-07-24,233.04,kc,0,0,0,0,0,FALSE,500,0,0,0,7.17246189037452,-0.005509594705732,2.89915391053578,8.11646036258433,-0.031343642895585,0.344040030567287,1.085894,0,Future,0.01,500,0.01,0.3,0,0.003741810639399,1,3.83883894947744,4.27762141310689,0.009897,-0.069897,0,0
2024-07-24,477.03,lb,0,0,0,0,0,FALSE,2,0,0,0,-8.15344137297109,8.44642574399346,-19.7094085359276,-5.23976376799436,-0.002470584565566,0.274261147418323,1.085894,0,Future,1,2,0.01,1,1,0.007643460385843,1,-2.84041928551466,-2.39934448247971,-0.246221,0.186221,0,0
2024-07-24,185.593,le,995.42,5072.69,5072.69,5072.68722686587,0,TRUE,1238.38631383587,5072.68722686587,5072.68722686587,9907.09051068693,10.240518588972,6.23321480477561,-0.028959965591315,10.5518973657038,-0.003028927746584,0.114813672326913,1.085894,0.052631578947369,Future,0.01,500,0.01,0.09,0,0.004223644037681,1,5.01449945351053,5.5373979121933,-0.030133,-0.029867,2592.1052631579,8466.23449963772
2024-07-24,747.63,lf,0,0,0,0,0,FALSE,1,0,0,0,-8.19700503489418,7.59980369207917,2.37840681223188,-15.9184452986811,0.001619758729023,0.18581766488689,1.085894,0,Future,1,1,0.01,0.5,0,0.003599119663408,1,-9.22526369556187,-6.69318160311922,-0.012322,-0.047678,0,0
2024-07-24,2.4263,lo,678.28,-1572.3,-1572.3,-1572.25909977177,0,TRUE,337.987451451772,-1572.25909977177,-1572.25909977177,2703.89961161418,-11.6295671112816,7.50244342636798,-9.51048058966019,-14.5020709000628,0.003261298739686,0.19307121051236,1.085894,0.052631578947369,Future,1,250,0.1,0.0028,0,0.005977175582092,1,-8.19825422491834,-6.30381667514441,-0.103448,0.043448,2592.1052631579,3020.76981162962
2024-07-24,2.1445,ng,608.57,0,-647.8,-647.8,-647.8,FALSE,155.203863440315,-17.1620775152044,-664.962077515204,1241.63090752252,-10.711107036503,1.59868198536886,-11.2581234841045,-9.45175529930284,0.001166452949241,0.475700946748499,1.085894,0.052631578947369,Future,1,150,0.1,0.003,0,0.002940770873985,1,-5.77618867476489,-3.67556662453795,-0.24422,0.18422,2592.1052631579,1226.03011029716
2024-07-24,38419.36,ny,0,-13.75,0,0,13.75,TRUE,1,-13.75,0,0,1.50611499624811,11.1893962821019,-0.112999227105659,-3.53004519916732,-0.022506264376169,0.183629574568664,166.542999,0,Index,1,1,0.01,7,0,9.92213852398e-4,1,-2.85526481719289,-0.674780381974433,-0.03083,-0.02917,0,0
2024-07-24,436.145,oj,929.22,0,636.23,636.23,636.23,FALSE,300,-24.3099112643816,611.920088735618,1331.09618360021,9.1942279795373,12.4682251593214,0.796205321415368,5.6267553990147,0.00564476370509,0.363631078834449,1.085894,0.052631578947369,Future,0.01,300,0.01,0.6,0,0.003783200495563,1,4.20115664766243,1.42559875135227,-0.018419,-0.041581,2592.1052631579,2673.14740203147
2024-07-24,922,pa,1036.51,0,-3.71,-3.71,-3.71,FALSE,0.6,0.087337464195478,-3.62266253580452,4.17508399608076,-17.3537228913487,-17.7495873572408,-2.42724518125152,-13.0498809192188,0.019876274259678,0.32904586902432,1.085894,0.052631578947369,Future,1,0.6,0.01,1.49,0,0.004911327607696,1,-6.58620106068253,-6.46367985853627,-0.061947,0.001947,2592.1052631579,1772.46924855762
2024-07-24,962.27,pl,0,0,0,0,0,FALSE,0.7,0,0,0,-8.30748390796538,-2.5219006880419,-2.27708645161268,-8.67715164079322,0.014202450168408,0.232533990804344,1.085894,0,Future,1,0.7,0.01,1,0,0.004469064354493,1,-4.56471119219847,-4.11244044859474,-0.05118,-0.00882,0,0
2024-07-24,2.43085,rb,0,0,0,0,0,FALSE,250,0,0,0,6.04916773036417,18.5269138737446,17.8107254586375,-10.1032626923721,0.001729285042367,0.184423986975053,1.085894,0,Future,1,250,0.1,0.0025,0,0.005576535115912,1,-5.61170172118671,-4.49156097118543,0.101389,-0.161389,0,0
2024-07-24,4476.6,rm,1650.09,0,1.1526,1.1526,1.1526,FALSE,0.3,-0.101769279762409,1.05083072023759,1.35795492633665,15.4766656809798,2.07467787729582,11.9414173553848,13.6275066249661,-0.028778172408531,0.347270334549527,1.085894,0.052631578947369,Future,1,0.3,1e-4,3,0,0.001929768792655,1,7.41697725984076,6.21052936512535,0.135876,-0.195876,2592.1052631579,2799.08583307331
2024-07-24,17.99,sb,778.1,0,-17384,-17384,-17384,FALSE,5000,-2429.80120906494,-19813.8012090649,26060.264681545,-15.2061396545188,-2.8659959113299,2.31629016594631,-20,-0.015553785511158,0.270173404524356,1.085894,0.052631578947369,Future,0.01,5000,1,0.04,0,0.008229742229033,1,-13.9412749437897,-10.1427785753248,-0.004968,-0.055032,2592.1052631579,2158.70131716813
2024-07-24,29.3985,si,0,0,0,0,0,FALSE,30,0,0,0,0.54900102217021,7.32093105124906,-7.0617672851039,0.602419479821036,0.006792066794928,0.264784992836604,1.085894,0,Future,1,30,0.01,0.025,0,0.003211600150971,1,0.568944115436342,0.033475364384694,-0.069433,0.044794,0,0
2024-07-24,533.43,sw,0,0,0,0,0,FALSE,2,0,0,0,-6.59093367722925,4.2919434725179,18.1322333882041,-20,-0.010016591400243,0.230967135175111,1.085894,0,Future,1,2,0.001,0.7,0,0.005681596870871,1,-13.618657720735,-10.7641022601616,0.137518,-0.197518,0,0
2024-07-24,402.69,zc,787.84,0,-874.4,-874.4,-874.4,FALSE,161.825127312685,-93.565353216244,-967.965353216244,1294.60101850148,-14.9538790620863,-4.16029185342476,-9.70845071196979,-13.0041341334178,0.015692779897805,0.242966161129267,1.085894,0.052631578947369,Future,0.01,150,0.1,0.9,0,0.009198687658889,1,-7.16086041241379,-5.84327372100404,-0.124353,0.064353,2592.1052631579,2400.43173707728
2024-07-24,107.241,zf,0,0,0,0,0,FALSE,0.01,0,0,0,2.13975145649869,8.8578436267503,-10.0479172810947,3.44803876917044,0.002698502522237,0.037137049356695,1.085894,0,Future,1,0.01,0.01,0.02,0,0.005021826981707,1,1.80847951365253,1.63955925551791,-0.044926,-0.015074,0,0
2024-07-24,45.764,zl,0,0,0,0,0,FALSE,2000,0,0,0,-2.64390721164932,-0.487710121511112,5.30794044249953,-5.93532477602664,-0.014598799421153,0.264900297060958,1.085894,0,Future,0.01,2000,1,0.09,0,0.00742396793065,1,-1.70749445313166,-4.22783032289499,0.026243,-0.086243,0,0
2024-07-24,353.93,zm,0,0,0,0,0,FALSE,2,0,0,0,-6.15505258716006,-19.7920767536205,20,-8.31069840606981,0.015001918152557,0.228109554086523,1.085894,0,Future,1,2,0.001,0.7,0,0.008670361163611,1,-3.29550171572332,-5.01519669034649,0.4448,-0.5048,0,0
2024-07-24,341.555,zo,0,0,0,0,0,FALSE,200,0,0,0,3.79530851624269,10.8821368885313,1.89075323782432,-1.32603370818758,-0.001886641242312,0.321657521369538,1.085894,0,Future,0.01,200,0.01,0.9,0,0.008191966187609,1,0.581944688731597,-1.90797839691917,-0.005673,-0.054327,0,0
2024-07-24,16.342,zr,671.16,0,-212.61,-212.61,-212.61,FALSE,50,45.9246957351767,-166.685304264823,369.508953996997,-9.02198999303156,-17.6173680070793,20,-13.2206359871691,0.014484520853973,0.209759871467831,1.085894,0.052631578947369,Future,1,50,0.01,0.04,0,0.011668966067212,1,-8.33754444995425,-4.8830915372148596,0.579336,-0.639336,2592.1052631579,2780.4349808632
2024-07-24,1127.34,zs,0,249,0,0,-249,TRUE,50,249,0,0,-3.3407178814433,-5.86515816710688,20,-11.5217114250376,8.87083182377069e-5,0.187406185008199,1.085894,0,Future,0.01,50,0.1,1.5,0,0.007099903114198,1,-6.07666426813742,-5.44504715690021,0.320361,-0.380361,0,0
2024-07-24,102.354,zt,0,0,0,0,0,FALSE,0.01,0,0,0,9.97615378163187,20,-20,13.3015383755092,0.001407872585452,0.01687244159204,1.085894,0,Future,1,0.01,0.01,0.02,0,0.011581031494611,1,8.47804420316183,4.82349417234734,-0.044329,-0.015671,0,0
2024-07-24,538.78,zw,1166.45,-140.7,-725.9,-725.897444633135,-585.2,TRUE,90.7371805791419,-140.697444633135,-725.897444633135,725.897444633135,-20,-16.6929627647852,-13.7867048725524,-13.1796875720654,0.019434826796523,0.323866365551158,1.085894,0.052631578947369,Future,0.01,80,0.1,0.8,0,0.004584718480066,1,-6.44440664896835,-6.73528092309706,-0.208602,0.148602,2592.1052631579,1800.81584951865
