Date,Close,Symbol,PositionRisk,PositionChange,Position,PositionUnrounded,PositionPrevious,Trading,Buffer,RequiredTrade,PositionOptimal,PositionMax,Forecast,ForecastSkew,ForecastCarry,ForecastTrend,Return,Volatility,FX,Weight,Product,ContractSize,PositionMin,PositionTick,Spread,Commission,RiskAdjCost,multiple_EMA,multiple_DC,multiple_KF,multiple_TII,InstCapital,Exposure,X
2023-12-21,388.57,hg,176.47,0,298.8,298.8,298.8,FALSE,272.82802950091,47.4701556776372,346.270155677637,2182.62423600728,3.17297086658469,2.03642082339735,-6.59667811106345,6.59667811106345,6.51075646594596,0.010373510171679,0.167007694092625,1.09878,0.0625,Future,0.01,200,0.1,0.2,0,0.003081940490571,5.13868051115888,4.79590994369679,8.06141634010742,3.88888888888889,1953.125,3859.29075604465
2023-12-21,16655.5,hs,955.32,0,-2.26,-2.26,-2.26,FALSE,0.381190565633459,0.123601609530654,-2.13639839046935,3.04952452506767,-14.0113540514775,-5.87004220750754,-7.09093544316873,7.09093544316873,-12.2013165766319,0.01095104153792,0.217724940859155,8.57875,0.0625,Index,1,0.1,0.01,5,0,0.001378809122996,-9.14640049958022,-8.75372880083072,-3.98571540161964,-19.1269841269841,1953.125,2960.30049408507
2023-12-21,192.91,kc,0,0,0,0,0,FALSE,500,0,0,0,5.4832327053262,-6.99298303273832,1.26739211488707,1.26739211488707,10.1737723993606,0.002439342068545,0.389499425001541,1.09878,0,Future,0.01,500,0.01,0.3,0,0.003992635765552,8.79640752427423,6.15459528985744,11.5481387710205,7.6984126984127,0,0
2023-12-20,553.89,lb,0,0,0,0,0,FALSE,2,1.27245111114202,1.27245111114202,10.6881188660342,2.38105718525594,1.85801574884745,-6.94553390864393,6.94553390864393,5.71850199357283,0.017851436727231,0.239254393090199,1.09878,0.0625,Future,1,2,0.01,1,1,0.007545995723369,3.59092837925583,3.73935421384822,8.08204903795307,3.80952380952381,1953.125,2693.9160517609
2023-12-21,168.236,le,170.98,0,-671.4,-671.4,-671.4,FALSE,632.713879051282,375.590967017617,-295.809032982383,5061.71103241026,-1.1688104322365,12.865303229023,-8.75668675507046,8.75668675507046,-3.61272214662491,-0.002576387716847,0.166329176860944,1.09878,0.0625,Future,0.01,500,0.01,0.09,0,0.003216289531771,-4.21517710169437,-1.7528336576642,-0.937497856747573,-5.23809523809524,1953.125,3875.03420725064
2023-12-21,793.9,lf,0,0,0,0,0,FALSE,1,0,0,0,6.14366188567527,6.05934625323801,20,20,-4.83812394571864,-0.003533239352556,0.281870808119164,1.09878,0,Future,1,1,0.01,0.5,0,0.00223436490745,-5.88734376604802,-4.73741280559717,1.58437729565349,-7.22222222222222,0,0
2023-12-21,2.7103,lo,0,0,0,0,0,FALSE,250,0,0,0,3.96178781997575,2.17443128463418,20,20,-5.80483188234942,-0.00176945524842,0.282855010927671,1.09878,0,Future,1,250,0.1,0.0028,0,0.003652387008623,-6.11171050416198,-5.41627057564136,0.666734789926656,-8.65079365079365,0,0
2023-12-21,69195,lx,0,0,0,0,0,FALSE,0.1,0,0,0,-6.43188763317935,-8.61559955828125,-12.9886816269418,12.9886816269418,2.22629041503906,0.007957001274518,0.182120100248924,20.15414,0,Index,1,0.1,0.01,10,0,7.93537409957e-4,1.29149733694255,3.46348151841623,3.04581058828327,-0.317460317460318,0,0
2023-12-21,7554.09,mx,0,0,0,0,0,FALSE,0.05,0,0,0,8.48024711598745,5.84956886053951,-10.7085522380542,10.7085522380542,13.7364878434073,0.004259737259638,0.103848772016829,1,0,Index,1,0.05,0.01,1,0,0.001274724930917,12.5727174987747,10.152016760476,11.9403976140138,11.5079365079365,0,0
2023-12-21,2.4465,ng,1063.58,0,-976.8,-976.8,-976.8,FALSE,147.986088840824,-1.43047691175252,-978.230476911753,1183.88871072659,-16.5257167848383,-3.96260514396633,-20,20,-10.0529864744679,0.017316450011461,0.489022251676023,1.09878,0.0625,Future,1,100,0.1,0.003,0,0.002507537367444,-8.73862702035589,-6.17408212622532,-5.06931821857713,-13.8095238095238,1953.125,1317.99984109313
2023-12-21,33181.17,ny,0,0,0,0,0,FALSE,1,0,0,0,7.73057802459204,5.08799268202796,0.020217562756504,0.020217562756504,7.7533322437305,-0.002497393514259,0.140966546478662,156.371994,0,Index,1,1,0.01,7,0,0.001496546736678,5.29478012880863,6.67739884555874,2.02594994946997,12.0634920634921,0,0
2023-12-21,347.715,oj,585.78,0,548.68,548.68,548.68,FALSE,300,-172.995239545511,375.684760454489,1207.42141439733,6.22292690811694,12.5985192145837,9.69086735629874,9.69086735629874,-2.84745740795196,-0.025624046408391,0.337366860962658,1.09878,0.0625,Future,0.01,300,0.01,0.6,0,0.005114761695793,-0.618774072007555,-0.182386403717315,-14.6431408021715,5.87301587301587,1953.125,1910.4758782794
2023-12-21,1201.305,pa,0,0,0,0,0,FALSE,0.6,0,0,0,-0.781331781064522,-5.23201885692796,-1.00406764773952,1.00406764773952,2.07626754424771,-0.00268513445672,0.462270645852352,1.09878,0,Future,1,0.6,0.01,1.49,0,0.002683098812708,3.07005732671138,-1.09823186462916,15.324685424278,-10.3174603174603,0,0
2023-12-21,963.48,pl,0,0,0,0,0,FALSE,0.7,0,0,0,4.21496938662154,1.99649627695701,-2.68873314763091,2.68873314763091,5.966077617499,-0.00457704617045,0.224503499178365,1.09878,0,Future,1,0.7,0.01,1,0,0.004623109517265,4.91032951296856,4.19489208943289,10.3139001744392,0.634920634920634,0,0
2023-12-21,2.16705,rb,0,0,0,0,0,FALSE,250,0,0,0,6.05360779647934,9.82132750863091,15.978449769288,15.978449769288,-4.82841157698701,-0.01021506236979,0.295415642202837,1.09878,0,Future,1,250,0.1,0.0025,0,0.003905148824696,-6.28030534582314,-5.53809011305046,5.27098026078467,-9.68253968253968,0,0
2023-12-21,3135.6,rm,1199.81,0,1.3852,1.3852,1.3852,FALSE,0.3,-0.027678073358053,1.35752192664195,1.48824442107195,18.2432657891525,-6.17921897505179,20,20,17.4139638730626,0.015685587731118,0.303521738703577,1.09878,0.0625,Future,1,0.3,1e-4,3,0,0.003152178464002,13.1552005866464,10.4443007881355,18.903084939901,16.031746031746,1953.125,2123.50934978485
2023-12-21,20.193,sb,0,0,0,0,0,FALSE,5000,0,0,0,-4.4388332420924,10.3496501606198,-0.660141734423122,0.660141734423122,-10.7631985358882,-0.032065899028698,0.356259857143434,1.09878,0,Future,0.01,5000,1,0.04,0,0.005560223598574,-12.4369983896604,-5.51194025626962,-19.658451390669,1.42857142857143,0,0
2023-12-21,24.3375,si,0,0,0,0,0,FALSE,30,0,0,0,0.753731827603743,1.87100682916467,-8.50342703538571,8.50342703538571,4.32118587324884,0.006968238314214,0.251355834665905,1.09878,0,Future,1,30,0.01,0.025,0,0.004086721788534,3.13609993632804,1.88408519699795,3.63179352558702,5.87301587301587,0,0
2023-12-21,591.47,sw,0,0,0,0,0,FALSE,2,-0.112965265785266,-0.112965265785266,8.15132510449229,-0.277170311175566,15.4578263237827,4.37713727396091,4.37713727396091,-10.2870422137726,-0.032453261791671,0.293781053578053,1.09878,0.0625,Future,1,2,0.001,0.7,0,0.004028482991673,-11.8522660816482,-5.06240671907374,-19.1715568627526,1.50793650793651,1953.125,2193.91700775135
2023-12-21,459.92,zc,0,0,0,0,0,FALSE,150,0,0,0,-18.4802218973693,-2.320978832437,-17.6039123331663,17.6039123331663,-14.6778502803574,0.003223139686537,0.175130814199271,1.09878,0,Future,0.01,150,0.1,0.9,0,0.011173716469684,-13.1229277920573,-11.0957905364578,-7.02335544299435,-18.0952380952381,0,0
2023-12-21,50.245,zl,0,0,0,0,0,FALSE,2000,0,0,0,-7.63681521664497,-1.51591467741362,3.53033033317408,3.53033033317408,-11.1896281167402,-0.020272761585724,0.291754567645217,1.09878,0,Future,0.01,2000,1,0.09,0,0.006139485738721,-9.9511824668497,-9.26598127845465,-2.91884112889235,-15.4761904761905,0,0
2023-12-21,401.97,zm,0,0,0,0,0,FALSE,2,0,0,0,-7.01525892638807,-18.165337606961,20,20,-10.271009765037,-0.008866711547728,0.252533201784793,1.09878,0,Future,1,2,0.001,0.7,0,0.006895819943704,-7.66043751975564,-6.24668202762836,-13.4744258813116,-7.14285714285714,0,0
2023-12-21,112.52,zn,0,0,0,0,0,FALSE,0.01,0,0,0,0.386903527486613,-14.6425659779464,-6.28150343623476,6.28150343623476,10.9779060770728,8.35756185676e-4,0.069608654112604,1.09878,0,Future,1,0.01,0.01,0.03,0,0.003830260347434,10.2491608717531,6.53097415947084,16.7870562642587,3.33333333333333,0,0
2023-12-21,356.82,zo,0,0,0,0,0,FALSE,200,0,0,0,-7.96794814376054,-1.90636396314743,-13.6522873558053,13.6522873558053,-2.844605198871,-0.0195377253221,0.359221452946828,1.09878,0,Future,0.01,200,0.01,0.9,0,0.007021518677564,-3.72583924348802,-3.60062178550801,5.30444542121301,-7.53968253968254,0,0
2023-12-21,17.292,zr,0,53.23,0,19.9374597258992,-53.23,TRUE,60.1709093837893,73.1674597258992,19.9374597258992,481.367275070315,0.828367891148683,0.296618256885493,-8.40853332233006,8.40853332233006,5.16044805425386,-9.24855557253e-4,0.170162137099495,1.09878,0.0625,Future,1,50,0.01,0.04,0,0.013594142971571,4.59319758107419,1.23538571111553,7.70793677813138,3.80952380952381,1953.125,3787.74773863552
2023-12-21,1288.04,zs,0,0,0,0,0,FALSE,50,0,0,0,-10.3761352013174,-4.22522339063802,-0.346233748132406,0.346233748132406,-11.5491183657046,-0.009873151746405,0.178210530697325,1.09878,0,Future,0.01,50,0.1,1.5,0,0.006534743498446,-8.17077210934051,-9.18398832527605,-6.22771026242978,-15.2380952380952,0,0
2023-12-21,588.62,zw,423.25,0,-252.2,-252.2,-252.2,FALSE,96.0125959884163,-50.4303312087625,-302.630331208762,768.100767907331,-7.8799642925308,-5.34235207343228,-15.0140309005759,15.0140309005759,-0.32842756970366,0.001070873203875,0.313279160749536,1.09878,0.0625,Future,0.01,80,0.1,0.8,0,0.004338338809584,-0.584151731641377,-0.406245579035987,3.69596290270988,-3.80952380952381,1953.125,2057.37032893579
