Date,Close,Open,High,Low,Change..
1985-09-03,328.2,328.2,328.2,328.2,-1.50%
1985-09-04,326,326,326,326,-0.67%
1985-09-05,326,326,326,326,0.00%
1985-09-06,317.6,317.6,317.6,317.6,-2.58%
1985-09-09,319.6,319.6,319.6,319.6,0.63%
1985-09-10,321.6,321.6,321.6,321.6,0.63%
1985-09-11,321,321,321,321,-0.19%
1985-09-12,319.5,319.5,319.5,319.5,-0.47%
1985-09-13,321.3,321.3,321.3,321.3,0.56%
1985-09-16,319.5,319.5,319.5,319.5,-0.56%
1985-09-17,317.8,317.8,317.8,317.8,-0.53%
1985-09-18,316.5,316.5,316.5,316.5,-0.41%
1985-09-19,316.5,316.5,316.5,316.5,0.00%
1985-09-20,319.1,319.1,319.1,319.1,0.82%
1985-09-23,327.7,327.7,327.7,327.7,2.70%
1985-09-24,327.9,327.9,327.9,327.9,0.06%
1985-09-25,328.5,328.5,328.5,328.5,0.18%
1985-09-26,329.2,329.2,329.2,329.2,0.21%
1985-09-27,329.2,329.2,329.2,329.2,0.00%
1985-09-30,326,326,326,326,-0.97%
1985-10-01,322.5,322.5,322.5,322.5,-1.07%
1985-10-02,325.2,325.2,325.2,325.2,0.84%
1985-10-03,325.1,325.1,325.1,325.1,-0.03%
1985-10-04,328,328,328,328,0.89%
1985-10-07,326,326,326,326,-0.61%
1985-10-08,326.6,326.6,326.6,326.6,0.18%
1985-10-09,326.8,326.8,326.8,326.8,0.06%
1985-10-10,325.7,325.7,325.7,325.7,-0.34%
1985-10-11,325.8,325.8,325.8,325.8,0.03%
1985-10-14,325.8,325.8,325.8,325.8,0.00%
1985-10-15,327.2,327.2,327.2,327.2,0.43%
1985-10-16,323.9,323.9,323.9,323.9,-1.01%
1985-10-17,325.7,325.7,325.7,325.7,0.56%
1985-10-18,326.5,326.5,326.5,326.5,0.25%
1985-10-21,326.4,326.4,326.4,326.4,-0.03%
1985-10-22,328,328,328,328,0.49%
1985-10-23,325.9,325.9,325.9,325.9,-0.64%
1985-10-24,326.4,326.4,326.4,326.4,0.15%
1985-10-25,325.6,325.6,325.6,325.6,-0.25%
1985-10-28,326.5,326.5,326.5,326.5,0.28%
1985-10-29,326.5,326.5,326.5,326.5,0.00%
1985-10-30,326.4,326.4,326.4,326.4,-0.03%
1985-10-31,325.3,325.3,325.3,325.3,-0.34%
1985-11-01,323.7,323.7,323.7,323.7,-0.49%
1985-11-04,325.6,325.6,325.6,325.6,0.59%
1985-11-05,324.8,324.8,324.8,324.8,-0.25%
1985-11-06,324.6,324.6,324.6,324.6,-0.06%
1985-11-07,323.2,323.2,323.2,323.2,-0.43%
1985-11-08,322.2,322.2,322.2,322.2,-0.31%
1985-11-11,323.3,323.3,323.3,323.3,0.34%
1985-11-12,323.3,323.3,323.3,323.3,0.00%
1985-11-13,324.5,324.5,324.5,324.5,0.37%
1985-11-14,325.5,325.5,325.5,325.5,0.31%
1985-11-15,325.6,325.6,325.6,325.6,0.03%
1985-11-18,323.7,323.7,323.7,323.7,-0.58%
1985-11-19,324.6,324.6,324.6,324.6,0.28%
1985-11-20,325.9,325.9,325.9,325.9,0.40%
1985-11-21,325.8,325.8,325.8,325.8,-0.03%
1985-11-22,326.7,326.7,326.7,326.7,0.28%
1985-11-25,330.4,330.4,330.4,330.4,1.13%
1985-11-26,331.5,331.5,331.5,331.5,0.33%
1985-11-27,328.4,328.4,328.4,328.4,-0.94%
1985-11-29,328.4,328.4,328.4,328.4,0.00%
1985-12-02,321.7,321.7,321.7,321.7,-2.04%
1985-12-03,322.8,322.8,322.8,322.8,0.34%
1985-12-04,324.2,324.2,324.2,324.2,0.43%
1985-12-05,323,323,323,323,-0.37%
1985-12-06,322.3,322.3,322.3,322.3,-0.22%
1985-12-09,317.6,317.6,317.6,317.6,-1.46%
1985-12-10,317.2,317.2,317.2,317.2,-0.13%
1985-12-11,315.5,315.5,315.5,315.5,-0.54%
1985-12-12,317.7,317.7,317.7,317.7,0.70%
1985-12-13,318,318,318,318,0.09%
1985-12-16,318.6,318.6,318.6,318.6,0.19%
1985-12-17,321.1,321.1,321.1,321.1,0.78%
1985-12-18,320.3,320.3,320.3,320.3,-0.25%
1985-12-19,325.8,325.8,325.8,325.8,1.72%
1985-12-20,325.5,325.5,325.5,325.5,-0.09%
1985-12-23,327.6,327.6,327.6,327.6,0.65%
1985-12-24,327.6,327.6,327.6,327.6,0.00%
1985-12-26,325.5,325.5,325.5,325.5,-0.64%
1985-12-27,326.8,326.8,326.8,326.8,0.40%
1985-12-30,327,327,327,327,0.06%
1985-12-31,329.7,329.7,329.7,329.7,0.83%
1986-01-02,326.5,326.5,326.5,326.5,-0.97%
1986-01-03,327,327,327,327,0.15%
1986-01-06,328,328,328,328,0.31%
1986-01-07,330.2,330.2,330.2,330.2,0.67%
1986-01-08,332.6,332.6,332.6,332.6,0.73%
1986-01-09,333.5,333.5,333.5,333.5,0.27%
1986-01-10,340.4,340.4,340.4,340.4,2.07%
1986-01-13,339.4,339.4,339.4,339.4,-0.29%
1986-01-14,341,341,341,341,0.47%
1986-01-15,347,347,347,347,1.76%
1986-01-16,363.2,363.2,363.2,363.2,4.67%
1986-01-17,352.6,352.6,352.6,352.6,-2.92%
1986-01-20,351,351,351,351,-0.45%
1986-01-21,356.7,356.7,356.7,356.7,1.62%
1986-01-22,353.2,353.2,353.2,353.2,-0.98%
1986-01-23,350.3,350.3,350.3,350.3,-0.82%
1986-01-24,354,354,354,354,1.06%
1986-01-27,358.4,358.4,358.4,358.4,1.24%
1986-01-28,353.2,353.2,353.2,353.2,-1.45%
1986-01-29,353.5,353.5,353.5,353.5,0.08%
1986-01-30,358.2,358.2,358.2,358.2,1.33%
1986-01-31,350.5,350.5,350.5,350.5,-2.15%
1986-02-03,347.3,347.3,347.3,347.3,-0.91%
1986-02-04,338.8,338.8,338.8,338.8,-2.45%
1986-02-05,337.3,337.3,337.3,337.3,-0.44%
1986-02-06,337.1,337.1,337.1,337.1,-0.06%
1986-02-07,337.4,337.4,337.4,337.4,0.09%
1986-02-10,340.1,340.1,340.1,340.1,0.80%
1986-02-11,336,336,336,336,-1.21%
1986-02-12,337.5,337.5,337.5,337.5,0.45%
1986-02-13,334,334,334,334,-1.04%
1986-02-14,331.3,331.3,331.3,331.3,-0.81%
1986-02-18,337.5,337.5,337.5,337.5,1.87%
1986-02-19,341.6,341.6,341.6,341.6,1.21%
1986-02-20,337.3,337.3,337.3,337.3,-1.26%
1986-02-21,338,338,338,338,0.21%
1986-02-24,342,342,342,342,1.18%
1986-02-25,352.6,352.6,352.6,352.6,3.10%
1986-02-26,346,346,346,346,-1.87%
1986-02-27,336.9,336.9,336.9,336.9,-2.63%
1986-02-28,338.1,338.1,338.1,338.1,0.36%
1986-03-03,335.6,335.6,335.6,335.6,-0.74%
1986-03-04,337.1,337.1,337.1,337.1,0.45%
1986-03-05,341.7,341.7,341.7,341.7,1.36%
1986-03-06,344.7,344.7,344.7,344.7,0.88%
1986-03-07,343.3,343.3,343.3,343.3,-0.41%
1986-03-10,340.5,340.5,340.5,340.5,-0.82%
1986-03-11,342.9,342.9,342.9,342.9,0.70%
1986-03-12,344.1,344.1,344.1,344.1,0.35%
1986-03-13,349.8,349.8,349.8,349.8,1.66%
1986-03-14,348,348,348,348,-0.51%
1986-03-17,349.9,349.9,349.9,349.9,0.55%
1986-03-18,351.1,351.1,351.1,351.1,0.34%
1986-03-19,346.7,346.7,346.7,346.7,-1.25%
1986-03-20,350.6,350.6,350.6,350.6,1.12%
1986-03-21,352.9,352.9,352.9,352.9,0.66%
1986-03-24,350.4,350.4,350.4,350.4,-0.71%
1986-03-25,352,352,352,352,0.46%
1986-03-26,344.3,344.3,344.3,344.3,-2.19%
1986-03-27,344.2,344.2,344.2,344.2,-0.03%
1986-03-31,338.1,338.1,338.1,338.1,-1.77%
1986-04-01,333.1,333.1,333.1,333.1,-1.48%
1986-04-02,335.5,335.5,335.5,335.5,0.72%
1986-04-03,334.7,334.7,334.7,334.7,-0.24%
1986-04-04,334.5,334.5,334.5,334.5,-0.06%
1986-04-07,337.9,337.9,337.9,337.9,1.02%
1986-04-08,339.6,339.6,339.6,339.6,0.50%
1986-04-09,338.1,338.1,338.1,338.1,-0.44%
1986-04-10,337.7,337.7,337.7,337.7,-0.12%
1986-04-11,341.9,341.9,341.9,341.9,1.24%
1986-04-14,341.8,341.8,341.8,341.8,-0.03%
1986-04-15,342,342,342,342,0.06%
1986-04-16,339,339,339,339,-0.88%
1986-04-17,340.1,340.1,340.1,340.1,0.32%
1986-04-18,343,343,343,343,0.85%
1986-04-21,341.6,341.6,341.6,341.6,-0.41%
1986-04-22,344.3,344.3,344.3,344.3,0.79%
1986-04-23,346.2,346.2,346.2,346.2,0.55%
1986-04-24,344.7,344.7,344.7,344.7,-0.43%
1986-04-25,344.4,344.4,344.4,344.4,-0.09%
1986-04-28,343.4,343.4,343.4,343.4,-0.29%
1986-04-29,342.4,342.4,342.4,342.4,-0.29%
1986-04-30,345.7,345.7,345.7,345.7,0.96%
1986-05-01,345.3,345.3,345.3,345.3,-0.12%
1986-05-02,341.6,341.6,341.6,341.6,-1.07%
1986-05-05,343,343,343,343,0.41%
1986-05-06,340.4,340.4,340.4,340.4,-0.76%
1986-05-07,342.4,342.4,342.4,342.4,0.59%
1986-05-08,343,343.1,343,343,0.18%
1986-05-09,343.83,344.66,343.83,343.83,0.24%
1986-05-12,343,343.93,343,343,-0.24%
1986-05-13,339.88,342.58,339.88,339.88,-0.91%
1986-05-14,340.19,341.54,340.19,340.19,0.09%
1986-05-15,339.57,340.81,339.57,339.57,-0.18%
1986-05-16,340.81,341.13,340.81,340.81,0.37%
1986-05-19,338.21,340.4,338.21,338.21,-0.76%
1986-05-20,336.03,337.9,336.03,336.03,-0.64%
1986-05-21,335.93,336.65,335.93,335.93,-0.03%
1986-05-22,338.42,338.42,338.42,338.42,0.74%
1986-05-23,338.42,338.94,338.42,338.42,0.00%
1986-05-27,338.94,338.94,338.94,338.94,0.15%
1986-05-28,338.94,340.4,338.94,338.94,0.00%
1986-05-29,339.98,339.98,339.98,339.98,0.31%
1986-05-30,339.98,340.4,339.98,339.98,0.00%
1986-06-02,338.42,340.4,338.42,338.42,-0.46%
1986-06-03,338.94,339.98,338.94,338.94,0.15%
1986-06-04,337.59,338.94,337.59,337.59,-0.40%
1986-06-05,338.42,338.94,338.42,338.42,0.25%
1986-06-06,338.42,338.94,338.42,338.42,0.00%
1986-06-09,338.42,338.94,338.42,338.42,0.00%
1986-06-10,345.49,346.64,345.49,345.49,2.09%
1986-06-11,344.45,345.49,344.45,344.45,-0.30%
1986-06-12,343.52,346.64,343.52,343.52,-0.27%
1986-06-13,344.45,344.97,344.45,344.45,0.27%
1986-06-16,335.93,343.52,335.93,335.93,-2.47%
1986-06-17,333.33,334.89,333.33,333.33,-0.77%
1986-06-18,336.65,336.65,336.65,336.65,1.00%
1986-06-19,336.65,337.59,336.65,336.65,0.00%
1986-06-20,336.65,337.59,336.65,336.65,0.00%
1986-06-23,337.59,338.42,337.59,337.59,0.28%
1986-06-24,339.98,339.98,339.98,339.98,0.71%
1986-06-25,341.13,341.96,341.13,341.13,0.34%
1986-06-26,341.96,342.58,341.96,341.96,0.24%
1986-06-27,340.4,341.96,340.4,340.4,-0.46%
1986-06-30,343.52,344.45,343.52,343.52,0.92%
1986-07-01,341.96,343.41,341.96,341.96,-0.45%
1986-07-02,339.98,341.96,339.98,339.98,-0.58%
1986-07-03,340.4,340.4,340.4,340.4,0.12%
1986-07-04,340.4,340.4,340.4,340.4,0.00%
1986-07-07,341.85,342.06,341.85,341.85,0.43%
1986-07-08,343.93,344.97,343.93,343.93,0.61%
1986-07-09,343.93,348.4,343.93,343.93,0.00%
1986-07-10,343.52,345.49,343.52,343.52,-0.12%
1986-07-11,344.97,344.97,344.97,344.97,0.42%
1986-07-14,342.58,343.52,342.58,342.58,-0.69%
1986-07-15,344.45,344.45,344.45,344.45,0.55%
1986-07-16,343.93,346.64,343.93,343.93,-0.15%
1986-07-17,344.45,344.97,344.45,344.45,0.15%
1986-07-18,344.97,347.47,344.97,344.97,0.15%
1986-07-21,351,352.88,351,351,1.75%
1986-07-22,350.49,351,350.49,350.49,-0.15%
1986-07-23,344.45,349.24,344.45,344.45,-1.72%
1986-07-24,345.49,346.22,345.49,345.49,0.30%
1986-07-25,346.22,346.64,346.22,346.22,0.21%
1986-07-28,350.49,351.63,350.49,350.49,1.23%
1986-07-29,348.4,351.63,348.4,348.4,-0.60%
1986-07-30,348.4,349.24,348.4,348.4,0.00%
1986-07-31,354.64,357.04,354.64,354.64,1.79%
1986-08-01,358.8,358.8,358.8,358.8,1.17%
1986-08-04,356.83,358.8,356.83,356.83,-0.55%
1986-08-05,355.68,356.31,355.68,355.68,-0.32%
1986-08-06,358.8,359.53,358.8,358.8,0.88%
1986-08-07,359.12,360.57,359.12,359.12,0.09%
1986-08-08,366.08,367.85,366.08,366.08,1.94%
1986-08-11,385,392.8,385,385,5.17%
1986-08-12,381.68,388.54,381.68,381.68,-0.86%
1986-08-13,388.54,389.48,388.54,388.54,1.80%
1986-08-14,382.51,383.24,382.51,382.51,-1.55%
1986-08-15,382.51,385.84,382.51,382.51,0.00%
1986-08-18,374.71,379.91,374.71,374.71,-2.04%
1986-08-19,372.11,372.63,372.11,372.11,-0.69%
1986-08-20,375.65,377.42,375.65,375.65,0.95%
1986-08-21,381.68,382.3,381.68,381.68,1.61%
1986-08-22,379.39,386.25,379.39,379.39,-0.60%
1986-08-26,378.14,380.22,378.14,378.14,-0.33%
1986-08-27,378.04,378.87,378.04,378.04,-0.03%
1986-08-28,383.24,385.32,383.24,383.24,1.38%
1986-08-29,383.45,386.77,383.45,383.45,0.05%
1986-09-01,387.71,389.48,387.71,387.71,1.11%
1986-09-02,391.24,393.74,391.24,391.24,0.91%
1986-09-03,404.87,406.94,404.87,404.87,3.48%
1986-09-04,403.72,404.87,403.72,403.72,-0.28%
1986-09-05,417.45,421.09,417.45,417.45,3.40%
1986-09-08,415.68,421.09,415.68,415.68,-0.42%
1986-09-09,409.75,411.83,409.75,409.75,-1.43%
1986-09-10,416.4,417.49,416.4,416.4,1.62%
1986-09-11,400.7,407.66,400.7,400.7,-3.77%
1986-09-12,417.49,422.68,417.49,417.49,4.19%
1986-09-15,409.57,417.76,409.57,409.57,-1.90%
1986-09-16,413.26,417.49,413.26,413.26,0.90%
1986-09-17,411.35,413.94,411.35,411.35,-0.46%
1986-09-18,416.4,419.4,416.4,416.4,1.23%
1986-09-19,428.96,431.69,428.96,428.96,3.02%
1986-09-22,435.1,444.24,435.1,435.1,1.43%
1986-09-23,431.82,438.37,431.82,431.82,-0.75%
1986-09-24,433.05,437.96,433.05,433.05,0.28%
1986-09-25,431.82,431.82,431.82,431.82,-0.28%
1986-09-26,431,436.6,431,431,-0.19%
1986-09-29,427.45,428.68,427.45,427.45,-0.82%
1986-09-30,422.81,423.91,422.81,422.81,-1.09%
1986-10-01,422.95,426.23,422.95,422.95,0.03%
1986-10-02,432.1,433.32,432.1,432.1,2.16%
1986-10-03,436.6,440.69,436.6,436.6,1.04%
1986-10-06,437.15,438.92,437.15,437.15,0.13%
1986-10-07,437.15,443.97,437.15,437.15,0.00%
1986-10-08,438.37,439.74,438.37,438.37,0.28%
1986-10-09,431.82,438.65,431.82,431.82,-1.49%
1986-10-10,430.32,431.28,430.32,430.32,-0.35%
1986-10-13,431.55,432.64,431.55,431.55,0.29%
1986-10-14,428.27,432.37,428.27,428.27,-0.76%
1986-10-15,422.95,426.36,422.95,422.95,-1.24%
1986-10-16,425.13,425.95,425.13,425.13,0.52%
1986-10-17,420.49,422.95,420.49,420.49,-1.09%
1986-10-20,425.13,426.09,425.13,425.13,1.10%
1986-10-21,424.04,426.91,424.04,424.04,-0.26%
1986-10-22,423.63,427.59,423.63,423.63,-0.10%
1986-10-23,423.77,425.68,423.77,423.77,0.03%
1986-10-24,411.35,414.08,411.35,411.35,-2.93%
1986-10-27,409.3,411.08,409.3,409.3,-0.50%
1986-10-28,411.35,412.58,411.35,411.35,0.50%
1986-10-29,404.52,410.8,404.52,404.52,-1.66%
1986-10-30,404.66,406.98,404.66,404.66,0.03%
1986-10-31,399.88,407.12,399.88,399.88,-1.18%
1986-11-03,405.48,406.16,405.48,405.48,1.40%
1986-11-04,407.53,409.17,407.53,407.53,0.51%
1986-11-05,405.48,412.17,405.48,405.48,-0.50%
1986-11-06,407.53,408.07,407.53,407.53,0.51%
1986-11-07,408.62,409.57,408.62,408.62,0.27%
1986-11-10,410.53,411.49,410.53,410.53,0.47%
1986-11-11,403.84,407.39,403.84,403.84,-1.63%
1986-11-12,404.66,408.21,404.66,404.66,0.20%
1986-11-13,406.98,408.07,406.98,406.98,0.57%
1986-11-14,407.39,410.53,407.39,407.39,0.10%
1986-11-17,390.74,395.93,390.74,390.74,-4.09%
1986-11-18,390.33,390.6,390.33,390.33,-0.10%
1986-11-19,392.51,392.92,392.51,392.51,0.56%
1986-11-20,388.69,388.96,388.69,388.69,-0.97%
1986-11-21,382.82,390.74,382.82,382.82,-1.51%
1986-11-24,381.05,381.32,381.05,381.05,-0.46%
1986-11-25,383.78,384.87,383.78,383.78,0.72%
1986-11-26,381.05,384.32,381.05,381.05,-0.71%
1986-11-27,382.82,383.23,382.82,382.82,0.46%
1986-11-28,388.96,390.47,388.96,388.96,1.60%
1986-12-01,391.01,400.43,391.01,391.01,0.53%
1986-12-02,387.87,394.56,387.87,387.87,-0.80%
1986-12-03,391.69,393.47,391.69,391.69,0.98%
1986-12-04,386.92,392.1,386.92,386.92,-1.22%
1986-12-05,387.19,388.42,387.19,387.19,0.07%
1986-12-08,386.92,392.24,386.92,386.92,-0.07%
1986-12-09,386.1,389.1,386.1,386.1,-0.21%
1986-12-10,390.33,392.1,390.33,390.33,1.10%
1986-12-11,387.74,389.51,387.74,387.74,-0.66%
1986-12-12,389.78,391.42,389.78,389.78,0.53%
1986-12-15,393.88,395.11,393.88,393.88,1.05%
1986-12-16,393.33,394.56,393.33,393.33,-0.14%
1986-12-17,391.29,393.47,391.29,391.29,-0.52%
1986-12-18,392.24,392.92,392.24,392.24,0.24%
1986-12-19,391.15,394.97,391.15,391.15,-0.28%
1986-12-22,392.38,395.93,392.38,392.38,0.31%
1986-12-23,388.69,393.74,388.69,388.69,-0.94%
1986-12-24,387.87,389.65,387.87,387.87,-0.21%
1986-12-29,387.33,391.29,387.33,387.33,-0.14%
1986-12-30,387.87,388.42,387.87,387.87,0.14%
1986-12-31,390.19,390.19,390.19,390.19,0.60%
1987-01-02,403.1,406.9,403.1,403.1,3.31%
1987-01-05,399.08,403.1,399.08,399.08,-1.00%
1987-01-06,400.71,403.1,400.71,400.71,0.41%
1987-01-07,399.84,401.26,399.84,399.84,-0.22%
1987-01-08,401.47,403.86,401.47,401.47,0.41%
1987-01-09,403.97,405.17,403.97,403.97,0.62%
1987-01-12,410.6,411.36,410.6,410.6,1.64%
1987-01-13,409.18,410.27,409.18,409.18,-0.35%
1987-01-14,417.44,418.85,417.44,417.44,2.02%
1987-01-15,414.61,416.68,414.61,414.61,-0.68%
1987-01-16,415.37,416.79,415.37,415.37,0.18%
1987-01-19,421.46,423.41,421.46,421.46,1.47%
1987-01-20,414.18,419.61,414.18,414.18,-1.73%
1987-01-21,406.58,408.97,406.58,406.58,-1.83%
1987-01-22,408.75,411.36,408.75,408.75,0.53%
1987-01-23,402.78,407.66,402.78,402.78,-1.46%
1987-01-26,407.34,407.34,407.34,407.34,1.13%
1987-01-27,411.14,411.68,411.14,411.14,0.93%
1987-01-28,406.9,417.55,406.9,406.9,-1.03%
1987-01-29,409.18,410.81,409.18,409.18,0.56%
1987-01-30,403.43,411.68,403.43,403.43,-1.41%
1987-02-02,406.36,407.34,406.36,406.36,0.73%
1987-02-03,399.84,403.86,399.84,399.84,-1.60%
1987-02-04,402.78,405.17,402.78,402.78,0.74%
1987-02-05,399.08,402.78,399.08,399.08,-0.92%
1987-02-06,403.1,404.73,403.1,403.1,1.01%
1987-02-09,405.71,406.36,405.71,405.71,0.65%
1987-02-10,402.56,404.73,402.56,402.56,-0.78%
1987-02-11,400.5,403.32,400.5,400.5,-0.51%
1987-02-12,400.39,402.78,400.39,400.39,-0.03%
1987-02-13,396.91,397.45,396.91,396.91,-0.87%
1987-02-16,396.91,397.78,396.91,396.91,0.00%
1987-02-17,394.09,397.24,394.09,394.09,-0.71%
1987-02-18,391.05,393.44,391.05,391.05,-0.77%
1987-02-19,393.55,395.28,393.55,393.55,0.64%
1987-02-20,399.3,399.84,399.3,399.3,1.46%
1987-02-23,403.43,405.71,403.43,403.43,1.03%
1987-02-24,401.47,402.56,401.47,401.47,-0.49%
1987-02-25,405.71,407.88,405.71,405.71,1.06%
1987-02-26,403.86,404.95,403.86,403.86,-0.46%
1987-02-27,405.27,407.12,405.27,405.27,0.35%
1987-03-02,404.19,405.71,404.19,404.19,-0.27%
1987-03-03,404.4,404.62,404.4,404.4,0.05%
1987-03-04,406.03,407.88,406.03,406.03,0.40%
1987-03-05,410.38,411.9,410.38,410.38,1.07%
1987-03-06,405.82,407.88,405.82,405.82,-1.11%
1987-03-09,403.97,405.71,403.97,403.97,-0.46%
1987-03-10,405.71,405.82,405.71,405.71,0.43%
1987-03-11,406.58,407.66,406.58,406.58,0.21%
1987-03-12,408.21,409.83,408.21,408.21,0.40%
1987-03-13,404.4,409.29,404.4,404.4,-0.93%
1987-03-16,405.17,405.49,405.17,405.17,0.19%
1987-03-17,402.56,406.58,402.56,402.56,-0.64%
1987-03-18,404.73,406.79,404.73,404.73,0.54%
1987-03-19,403.43,404.95,403.43,403.43,-0.32%
1987-03-20,403.97,405.49,403.97,403.97,0.13%
1987-03-23,407.88,409.29,407.88,407.88,0.97%
1987-03-24,412.99,412.99,412.99,412.99,1.25%
1987-03-25,411.9,415.37,411.9,411.9,-0.26%
1987-03-26,411.03,412.66,411.03,411.03,-0.21%
1987-03-27,419.94,419.94,419.94,419.94,2.17%
1987-03-30,420.69,427.65,420.69,420.69,0.18%
1987-03-31,417.76,422.32,417.76,417.76,-0.70%
1987-04-01,417,419.72,417,417,-0.18%
1987-04-02,417.55,421.56,417.55,417.55,0.13%
1987-04-03,419.18,419.61,419.18,419.18,0.39%
1987-04-06,418.63,422.11,418.63,418.63,-0.13%
1987-04-07,422,422.32,422,422,0.81%
1987-04-08,419.61,423.08,419.61,419.61,-0.57%
1987-04-09,431.99,431.99,431.99,431.99,2.95%
1987-04-10,432.21,434.92,432.21,432.21,0.05%
1987-04-13,437.85,438.29,437.85,437.85,1.30%
1987-04-14,450.34,450.34,450.34,450.34,2.85%
1987-04-15,441.76,450.89,441.76,441.76,-1.91%
1987-04-16,442.85,442.85,442.85,442.85,0.25%
1987-04-20,452.52,452.52,452.52,452.52,2.18%
1987-04-21,447.19,459.14,447.19,447.19,-1.18%
1987-04-22,449.8,450.34,449.8,449.8,0.58%
1987-04-23,459.68,459.68,459.68,459.68,2.20%
1987-04-24,461.86,466.85,461.86,461.86,0.47%
1987-04-27,443.72,477.6,443.72,443.72,-3.93%
1987-04-28,451.65,457.08,451.65,451.65,1.79%
1987-04-29,451.65,452.52,451.65,451.65,0.00%
1987-04-30,453.6,455.45,453.6,453.6,0.43%
1987-05-01,456.53,456.53,456.53,456.53,0.65%
1987-05-04,460.01,460.01,460.01,460.01,0.76%
1987-05-05,458.05,465.76,458.05,458.05,-0.43%
1987-05-06,458.16,459.36,458.16,458.16,0.02%
1987-05-07,457.41,459.38,457.41,457.41,-0.16%
1987-05-08,454.57,458,454.57,454.57,-0.62%
1987-05-11,455.69,456.09,455.69,455.69,0.25%
1987-05-12,458.79,462.22,458.79,458.79,0.68%
1987-05-13,458.06,461.49,458.06,458.06,-0.16%
1987-05-14,463.67,465.12,463.67,463.67,1.22%
1987-05-15,467.49,470.99,467.49,467.49,0.82%
1987-05-18,473.69,478.7,473.69,473.69,1.33%
1987-05-19,469.8,472.96,469.8,469.8,-0.82%
1987-05-20,474.94,482.98,474.94,474.94,1.09%
1987-05-21,469.47,473.95,469.47,469.47,-1.15%
1987-05-22,464,474.94,464,464,-1.17%
1987-05-25,465.45,466.96,465.45,465.45,0.31%
1987-05-26,451.08,464.99,451.08,451.08,-3.09%
1987-05-27,448.97,452.79,448.97,448.97,-0.47%
1987-05-28,451.67,454.24,451.67,451.67,0.60%
1987-05-29,451.27,452.26,451.27,451.27,-0.09%
1987-06-01,446.66,450.48,446.66,446.66,-1.02%
1987-06-02,455.89,457.47,455.89,455.89,2.07%
1987-06-03,451.47,457.54,451.47,451.47,-0.97%
1987-06-04,452.59,456.94,452.59,452.59,0.25%
1987-06-05,453.58,455.96,453.58,453.58,0.22%
1987-06-08,455.96,458,455.96,455.96,0.52%
1987-06-09,452.73,454.97,452.73,452.73,-0.71%
1987-06-10,457.41,459.45,457.41,457.41,1.03%
1987-06-11,458,458.99,458,458,0.13%
1987-06-12,454.37,463.14,454.37,454.37,-0.79%
1987-06-15,451.14,453.19,451.14,451.14,-0.71%
1987-06-16,451.74,453.78,451.74,451.74,0.13%
1987-06-17,446.79,452.99,446.79,446.79,-1.10%
1987-06-18,450.22,452.73,450.22,450.22,0.77%
1987-06-19,449.5,453.58,449.5,449.5,-0.16%
1987-06-22,437.04,445.14,437.04,437.04,-2.77%
1987-06-23,440.46,441.45,440.46,440.46,0.78%
1987-06-24,443.56,444.55,443.56,443.56,0.70%
1987-06-25,440.66,443.96,440.66,440.66,-0.65%
1987-06-26,443.69,445.01,443.69,443.69,0.69%
1987-06-29,445.94,449.96,445.94,445.94,0.51%
1987-06-30,448.64,448.97,448.64,448.64,0.61%
1987-07-01,446.86,450.48,446.86,446.86,-0.40%
1987-07-02,445.74,449.1,445.74,445.74,-0.25%
1987-07-03,443.69,446.86,443.69,443.69,-0.46%
1987-07-06,443.5,444.75,443.5,443.5,-0.04%
1987-07-07,442.25,447.52,442.25,442.25,-0.28%
1987-07-08,444.75,447.45,444.75,444.75,0.57%
1987-07-09,445.28,446.46,445.28,445.28,0.12%
1987-07-10,444.16,446.73,444.16,444.16,-0.25%
1987-07-13,446.46,447.45,446.46,446.46,0.52%
1987-07-14,447.39,448.97,447.39,447.39,0.21%
1987-07-15,452.92,453.98,452.92,452.92,1.24%
1987-07-16,452.99,454.24,452.99,452.99,0.02%
1987-07-17,450.15,453.45,450.15,450.15,-0.63%
1987-07-20,451.47,452,451.47,451.47,0.29%
1987-07-21,453.06,453.38,453.06,453.06,0.35%
1987-07-22,454.57,455.49,454.57,454.57,0.33%
1987-07-23,454.83,456.09,454.83,454.83,0.06%
1987-07-24,453.71,454.97,453.71,453.71,-0.25%
1987-07-27,453.45,454.64,453.45,453.45,-0.06%
1987-07-28,456.35,457.47,456.35,456.35,0.64%
1987-07-29,457.47,459.91,457.47,457.47,0.25%
1987-07-30,459.19,459.98,459.19,459.19,0.38%
1987-07-31,463.73,464.79,463.73,463.73,0.99%
1987-08-03,472.24,474.94,472.24,472.24,1.84%
1987-08-04,477.64,479.09,477.64,477.64,1.14%
1987-08-05,466.57,477.84,466.57,466.57,-2.32%
1987-08-06,467.75,470.19,467.75,467.75,0.25%
1987-08-07,463.34,468.88,463.34,463.34,-0.94%
1987-08-10,460.04,461.69,460.04,460.04,-0.71%
1987-08-11,464,464,464,464,0.86%
1987-08-12,462.88,465.25,462.88,462.88,-0.24%
1987-08-13,459.58,463.47,459.58,459.58,-0.71%
1987-08-14,451.74,461.76,451.74,451.74,-1.71%
1987-08-17,453.65,455.69,453.65,453.65,0.42%
1987-08-18,458.39,458.46,458.39,458.39,1.04%
1987-08-19,458,459.85,458,458,-0.09%
